"BusNameMarker:
ID","BusNameMarker:
Name","BusNameMarker:
Path","BusNameMarker:
BusNumber","BusNameMarker:
InternalId","BusNameMarker:
Parent","BusNameMarker:
ObjectType","ConnectivityNode:
Path","ConnectivityNode:
InternalId","ConnectivityNode:
Name","BusNameMarker:
ConnectivityNodeHasABusNameMarker:
ConnectivityNode:
ID","ConnectivityNode:
Parent","ConnectivityNode:
ObjectType"
_38e3d4fb-fa11-4f49-a738-812ce780d75e,03   PEB-5A,Network/ReportingGroups/RG_OCC/03   PEB-5A,386002,50670496,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03   PEB/34.5/03   PEB B1  34.5  A_CN,1216017,03   PEB B1  34.5  A_CN,_167b14b8-1c88-4d41-bfe7-91f04a34ce51,_b1fde2a9-7fdf-4ba5-8bf5-cd7e6bd23b3f,ConnectivityNode
_c297a6fe-640e-4d41-b8e7-274b2c2c5fd5,02   OJP-7B,Network/ReportingGroups/RG_ORI/02   OJP-7B,201563,50670497,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02   OJP/115/02   OJP B2  115   B_CN,1042044,02   OJP B2  115   B_CN,_099ee0a4-7a5d-4c5f-a587-9606690ff491,_48204038-992b-4afd-8423-ad3136da6586,ConnectivityNode
_cac4a813-e6c5-4d2b-9145-d53c38f46aaf,04   DYN-40,Network/ReportingGroups/RG_NOR/04   DYN-40,41323,50670498,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04HMODYN/13.8/04HMODYN BD  13.8  0_CN,1394553,04HMODYN BD  13.8  0_CN,_18d38ea8-fcb8-4271-893a-60f8ce19ceb9,_947f77fb-67d7-4943-9d3a-2d242ec83dd5,ConnectivityNode
_26445750-f804-4c08-a215-bec34bde2698,06   CUF-9B,Network/ReportingGroups/RG_NES/06   CUF-9B,61175,50670499,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06   CUF/230/06   CUF B2  230.  B_CN,1710126,06   CUF B2  230.  B_CN,_23ac8bf9-e87a-4020-87c3-9f33be843593,_5947ae5d-528e-4bd9-841b-034fc52bb045,ConnectivityNode
_974eb329-8f58-4e9c-bfee-0d8ab01b9c58,03   FNO-7A,Network/ReportingGroups/RG_OCC/03   FNO-7A,32227,50670500,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03CNTFNO/115/03CNTFNO B1  115   A_CN,1244188,03CNTFNO B1  115   A_CN,_ef535cec-b0d8-4385-9ae3-7e741ea48c79,_35b8d888-cc0a-45b2-8fad-6b8b4e1a2a18,ConnectivityNode
_5f0c366d-4931-44d3-b65f-c10ae642daf7,06   NRS-5E,Network/ReportingGroups/RG_NES/06   NRS-5E,60124,50670501,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06   NRS/21/06   NRS BD  21.0  E_CN,1752668,06   NRS BD  21.0  E_CN,_8c6dcee3-e99a-4ee6-821e-078a93ea7346,_21847e3e-142f-45d2-a0b2-daa5fcf85628,ConnectivityNode
_31c0d49f-4205-4a0a-b4aa-d44d34be9113,02   CDN-7A,Network/ReportingGroups/RG_ORI/02   CDN-7A,21163,50670502,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02SURCDN/115/02SURCDN B1  115   A_CN,1132026,02SURCDN B1  115   A_CN,_0a58fd5a-a519-4742-b0c0-34322e1525c5,_53d4ac1f-6b5f-420e-b212-26c9d47db876,ConnectivityNode
_ae55db67-ee2e-4702-b914-62120d0ab45a,03   FAP-5A,Network/ReportingGroups/RG_OCC/03   FAP-5A,320131,50670503,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03   FAP/33/03   FAP BD  33    A_CN,1203773,03   FAP BD  33    A_CN,_42c4253e-0f1a-41d5-9cc9-efe2bf0bc0ac,_d6fde5f3-03fc-4b46-8e0c-2022f940e790,ConnectivityNode
_60845a40-d090-4a19-a603-9d3f7c05b718,02   IFN-4B,Network/ReportingGroups/RG_ORI/02   IFN-4B,23076,50670504,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02VERIFN/13.8/02VERIFN B2  13.8  B_CN,1168955,02VERIFN B2  13.8  B_CN,_f953bc1b-7d66-40c0-998c-5bdaf05b1457,_e993d589-d683-4898-bb74-a4a73dc925d4,ConnectivityNode
_6e9a027c-f127-4af9-b38c-21c5b1c1925d,04   HLI-4r,Network/ReportingGroups/RG_NOR/04   HLI-4r,41117,50670505,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04   HLI/13.8/04   HLI BD  13.8  r__CN,1471166,04   HLI BD  13.8  r__CN,_8b1cf995-2a71-4a9b-a010-3d8ce9cae7c5,_584b98a8-6b6c-4bb6-971f-9e9e0995d6de,ConnectivityNode
_5ff325a0-fa30-4556-9c22-68b01e55cd63,01   ANM-4b,Network/ReportingGroups/RG_CEL/01   ANM-4b,14012,50670506,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01TLCANM/13.8/01TLCANM BD  13.8   b__CN,890400,01TLCANM BD  13.8   b__CN,_9c340067-760f-4483-a21d-791d5d17235c,_e0393fc2-49e0-4697-938e-d9361fb1d800,ConnectivityNode
_df5bf219-deaa-428b-89ba-439b080270a7,08   KAH-9b,Network/ReportingGroups/RG_PEN/08   KAH-9b,833504,50670507,_76D0AE3C-5478-47A1-91D5-14C8684EEC71,BusNameMarker,Network/Companies/SIN/08PEN/08   KAH/230/08   KAH BD  230   b__CN,45168557,08   KAH BD  230   b__CN,_a0ad6c36-866f-4810-9e99-91ba6853b7a1,_22c5317f-5fe5-4bc0-b806-dad1b08f1a9c,ConnectivityNode
_b401062f-4bcf-4891-9627-d9e027e934d8,02   MOA-7A,Network/ReportingGroups/RG_ORI/02   MOA-7A,24125,50670508,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02PTXMOA/115/02PTXMOA B1  115   A_CN,1109048,02PTXMOA B1  115   A_CN,_20797620-4baa-4dba-b5e6-b8964691ec30,_d0d4a1b4-ca8e-48e5-b7dc-f1bf5d271a7f,ConnectivityNode
_a29bb702-e4d3-4df8-a519-31fe471e9cdd,02   DBC-45,Network/ReportingGroups/RG_ORI/02   DBC-45,23057,50670509,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02VERDBC/13.8/02VERDBC G5  13.8  5_CN,1164801,02VERDBC G5  13.8  5_CN,_f71e549e-9ca8-4a3f-8a2c-138f20ebb7de,_6ff606a3-d525-499e-b47e-984152ac8306,ConnectivityNode
_f5925884-361a-4f3c-b593-1359721e6425,02   ABT-42,Network/ReportingGroups/RG_ORI/02   ABT-42,21523,50670510,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02   ABT/13.8/02   ABT G2  13.8  2_CN,931986,02   ABT G2  13.8  2_CN,_6088dbf4-9612-422b-b6dd-15c2a7eff7f5,_465126af-1833-425f-979d-4b12872d8a4a,ConnectivityNode
_2ac0db9c-1784-46a3-9d36-9024db45199b,06   VKU-55,Network/ReportingGroups/RG_NES/06   VKU-55,68890,50670511,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06   VKU/34.5/06   VKU BD  34.5  5_CN,1797898,06   VKU BD  34.5  5_CN,_f391ce5c-cb81-47db-85d8-d90045a951f1,_7ec8f35f-6981-45d1-a9d2-d0145984e20d,ConnectivityNode
_1b87176a-98f8-4bd7-bd40-477279dcd50a,04   LMI-9C,Network/ReportingGroups/RG_NOR/04   LMI-9C,47900,50670512,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04   LMI/230/04   LMI BT  230   C_CN,1460799,04   LMI BT  230   C_CN,_d9e24220-339f-4f0d-ba26-e3321437750f,_9b4ee4d6-2f56-410b-aa02-f6afcfe3ce03,ConnectivityNode
_c8459cb4-7a96-46d5-ab1c-b71d9d8825bf,08   AKI-7A,Network/ReportingGroups/RG_PEN/08   AKI-7A,87313,50670513,_76D0AE3C-5478-47A1-91D5-14C8684EEC71,BusNameMarker,Network/Companies/SIN/08PEN/08CHTAKI/115/08CHTAKI B1  115   A_CN,953444,08CHTAKI B1  115   A_CN,_598b7cba-fcae-40af-8c07-3efba379a0c0,_71877f63-6374-47ce-bdcf-41a03aa06dc5,ConnectivityNode
_772f2877-bdae-4194-8b5d-f6bc027de602,03   FSM-4A,Network/ReportingGroups/RG_OCC/03   FSM-4A,344571,50670514,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03QROFSM/13.8/03QROFSM B1  13.8  A_CN,1297572,03QROFSM B1  13.8  A_CN,_d178eb6f-9fc8-4bbd-9921-bfae5d27b5ee,_1e0fb6c2-1244-4ab6-bf83-7c63b5a705ac,ConnectivityNode
_cb0ba592-09b3-4001-a729-7b0ab34b6db1,02   JAL-7B,Network/ReportingGroups/RG_ORI/02   JAL-7B,250131,50670515,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02   JAL/115/02PTZJAL BT  115   B_CN,1033791,02PTZJAL BT  115   B_CN,_7db1ecb5-4201-41c3-8b5b-7eaa36c21319,_c87dd288-344a-420d-8b83-bcb25a2c1560,ConnectivityNode
_502cfa1b-b70a-4ba3-a939-657c7a4210c7,02   IDB-5B,Network/ReportingGroups/RG_ORI/02   IDB-5B,202815,50670516,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02   IDB/34.5/02   IDB B2  34.5  B_CN,1032222,02   IDB B2  34.5  B_CN,_5738268f-f4b0-4691-ae2c-c519ed0efc8b,_84f1172b-5fb1-4488-904b-7913ba974a81,ConnectivityNode
_688b5277-e97c-4a9c-abad-a81720c459fe,01   LES-7a,Network/ReportingGroups/RG_CEL/01   LES-7a,14120,50670517,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01TLCLES/115/01TLCLES BD  115   a__CN,904768,01TLCLES BD  115   a__CN,_80d6b0da-6b51-42d7-b79f-e5190d9297ab,_3a0b584f-7ca6-44cd-968d-9c8d8ed8fc74,ConnectivityNode
_93a1e558-f5fb-4f73-bfc0-1746789c4ad0,03   PHA-5q,Network/ReportingGroups/RG_OCC/03   PHA-5q,321002,50670518,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03   PHA/34.5/03   PHA G5  34.5  q__CN,1216699,03   PHA G5  34.5  q__CN,_23bc2234-fa40-430f-8bd8-3f90d6a3d977,_3a79b095-6e96-429c-9471-10778d0e6467,ConnectivityNode
_f1a5d7da-d111-4c1b-a529-1ee04ee1b6ff,03   BEO-20,Network/ReportingGroups/RG_OCC/03   BEO-20,336188,50670519,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03   BEO/4.16/03   BEO G1  4.16  0_CN,1195156,03   BEO G1  4.16  0_CN,_0c736442-1ebb-49cd-b4d2-1cece7b6b48e,_af5bf6c1-6386-4f2a-bd7a-3042ebc110d1,ConnectivityNode
_b06a3502-644c-4e15-910d-6823320826d8,02   TAD-4A,Network/ReportingGroups/RG_ORI/02   TAD-4A,240390,50670520,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02PTXTAD/13.8/02PTXTAD B1  13.8  A_CN,1114228,02PTXTAD B1  13.8  A_CN,_d70d0cb2-27c2-4f71-86ef-2d0b66c01b5c,_6f83d023-a9cf-4964-b15c-6e42b9c41227,ConnectivityNode
_cbaf98f1-d0af-4348-96cb-9ffae4881ad1,03   CZR-4A,Network/ReportingGroups/RG_OCC/03   CZR-4A,334671,50670521,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03GTOCZR/13.8/03GTOCZR B1  13.8  A_CN,1296326,03GTOCZR B1  13.8  A_CN,_fedf3a24-c6e1-4bb0-946c-361a287acbd6,_b852f896-eb9f-4e17-b388-8cd1167ba745,ConnectivityNode
_4698ca52-98a0-4536-9a91-fa9500f68843,06   KMG-7a,Network/ReportingGroups/RG_NES/06   KMG-7a,67412,50670522,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06   KMG/115/06   KMG BD  115.  a__CN,1724752,06   KMG BD  115.  a__CN,_54d671de-878b-4d57-93d5-423c96970b43,_e5eb5576-dfa4-4f8a-b0f1-baac20549daf,ConnectivityNode
_1dda5e26-34fc-478f-b598-8bed89eee114,02   PSD-7A,Network/ReportingGroups/RG_ORI/02   PSD-7A,21319,50670523,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02SURPSD/115/02SURPSD B1  115   A_CN,43398882,02SURPSD B1  115   A_CN,_08F06C39-7951-4C53-A864-E94FFA296FDD,_2AAF7F07-3059-4761-9622-206D5B17D85A,ConnectivityNode
_e86c1f95-fc09-43d4-9164-e93a937fe0f7,03   QRP-9C,Network/ReportingGroups/RG_OCC/03   QRP-9C,34170,50670524,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03QROQRP/230/03QROQRP B1  230   C_CN,1365349,03QROQRP B1  230   C_CN,_83430736-1d7e-4b67-98ba-c204ef0b963f,_6d972a2d-2692-4e26-9c41-b30b2555de62,ConnectivityNode
_e3277090-4198-48aa-a923-12cffe3e3b34,05   DLD-4A,Network/ReportingGroups/RG_NTE/05   DLD-4A,5353,50670525,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05CGODLD/13.8/05CGODLD B1  13.8  A_CN,1612720,05CGODLD B1  13.8  A_CN,_12fcff29-480b-41a9-bf0f-af2a766d0179,_e44cf2f9-5962-42c1-a98a-7e11c7c0098f,ConnectivityNode
_5ca7effd-1268-4bd4-9854-df13015e0672,02   CHH-7A,Network/ReportingGroups/RG_ORI/02   CHH-7A,24094,50670526,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02PTXCHH/115/02PTXCHH B1  115   A_CN,1099799,02PTXCHH B1  115   A_CN,_a2d899c8-b18b-41d7-9cea-5afd471bd2e8,_8880f997-30b3-42db-a3ac-040b9f45662b,ConnectivityNode
_ca33fff9-4de1-418a-bcd4-889aaccf7c0a,01   VDF-71,Network/ReportingGroups/RG_CEL/01   VDF-71,11498,50670527,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01   VDF/85/01   VDF B1 85    1_CN,876856,01   VDF B1 85    1_CN,_8639c0a7-79bd-47ae-becb-db7df06df7c6,_d7f7e946-aa12-4cee-9835-fdc2e1c62104,ConnectivityNode
_527ae7bd-ac10-4210-a6c2-9f4cf6e321b9,03   SJD-9B,Network/ReportingGroups/RG_OCC/03   SJD-9B,333916,50670528,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03   SJD/230/03   SJD B2  230   B_CN,1221831,03   SJD B2  230   B_CN,_0ab76e58-2597-48b6-b858-4f5837db1cbd,_73f0d28d-47cc-470b-adb9-ec36afe927a7,ConnectivityNode
_0c9ad0a3-354b-4ba3-ac9a-474abce58def,02   EES-7c,Network/ReportingGroups/RG_ORI/02   EES-7c,20617,50670529,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02   EES/115/02   EES BD  115   c__CN,939600,02   EES BD  115   c__CN,_c8891127-9195-4524-a7c8-b31d536e0f75,_3d31425e-c7d5-460c-8f37-582a70664340,ConnectivityNode
_c94b869b-10ba-4790-9282-baa7e92e0d58,05   GPL-9B,Network/ReportingGroups/RG_NTE/05   GPL-9B,50060,50670530,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05   GPL/230/05   GPL B2  230.  B_CN,1576051,05   GPL B2  230.  B_CN,_65465e6a-a652-4867-b94f-785a90b41cf1,_613a129b-593a-40f9-8a13-6b9243e68527,ConnectivityNode
_35afe523-2056-4ec7-affe-b3dd2dbda847,06   PCA-7A,Network/ReportingGroups/RG_NES/06   PCA-7A,651029,50670531,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06   PCA/115/06   PCA B1  115.  A_CN,1844854,06   PCA B1  115.  A_CN,_430b41bf-5f41-41ea-9178-3e2a01e541c1,_e4c092c7-7176-4045-bf3d-5dc03420e7b6,ConnectivityNode
_e4e1c915-144c-4d86-b9f2-633efbf1d8f5,02   CRL-9A,Network/ReportingGroups/RG_ORI/02   CRL-9A,26406,50670532,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02   CRL/230/02   CRL B1  230   A_CN,935710,02   CRL B1  230   A_CN,_77a730a0-0de7-40be-a762-b831e9bbad4e,_2d5417c9-5314-40e5-86ad-594907239c41,ConnectivityNode
_07b5a08e-873c-4fe0-86fa-825ca7613973,03   EPT-5b,Network/ReportingGroups/RG_OCC/03   EPT-5b,320956,50670533,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,Network/Companies/SIN/03OCC/03   EPT/34.5/03   EPT G5  34.5  b__CN,1203014,03   EPT G5  34.5  b__CN,_60080a9c-68e8-4b6c-be2a-03ff22e63b4b,_6a0c2c1b-1459-43b9-b971-3b6ff7d31700,ConnectivityNode
_101b128a-0e56-45dd-9968-209e26593ef2,06   EMQ-5r,Network/ReportingGroups/RG_NES/06   EMQ-5r,60272,50670534,_51781422-077E-49D2-814F-6BCFE2C67B30,BusNameMarker,Network/Companies/SIN/06NES/06   EMQ/34.5/06   EMQ BD  34.5  r__CN,1715141,06   EMQ BD  34.5  r__CN,_5e3e163f-3c52-45db-8998-bc4fc37f077d,_885a94cf-a364-4f96-a6ff-45a9999765a9,ConnectivityNode
_b85223fd-f553-4c89-9140-bcf2e4d5908d,01   MAD-9B,Network/ReportingGroups/RG_CEL/01   MAD-9B,100103,50670535,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01   MAD/230/01   MAD B2 230   B_CN,818395,01   MAD B2 230   B_CN,_41d7a6e7-a989-4d23-bb78-951d54700f21,_76c2fbae-bf48-4c5c-bb42-a20ddf39781d,ConnectivityNode
_fde55999-7797-4e72-bb45-f4c076b48992,08   ZNE-7A_,Network/ReportingGroups/RG_PEN/08   ZNE-7A_,87214,50670536,_76D0AE3C-5478-47A1-91D5-14C8684EEC71,BusNameMarker,Network/Companies/SIN/08PEN/08CNCZNE/115/08CNCZNE B1  115   A_CN,982503,08CNCZNE B1  115   A_CN,_8aa86c1d-38a3-4420-968d-db368359e7a4,_badced71-2e29-4fc9-8bb3-c783311254d2,ConnectivityNode
_b3bc7a9b-5337-4bb4-aa0b-8319dbb49bec,01   AGV-5a,Network/ReportingGroups/RG_CEL/01   AGV-5a,11008,50670537,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01   AGV/23/01   AGV BD  23    a__CN,750803,01   AGV BD  23    a__CN,_d3a8c188-13f6-49fa-8243-f0025a97fddb,_ac66defd-af0d-45ea-b354-94fcaa6bc024,ConnectivityNode
_b9893328-b753-437b-a2c6-50768a4789e0,04   OBS-90,Network/ReportingGroups/RG_NOR/04   OBS-90,40901,50670538,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04   OBS/230/04   OBS BD  230   0_CN,1455842,04   OBS BD  230   0_CN,_5deac0d9-6559-4c59-b3e3-10a81f00d6d2,_c6ec5bc6-e4cb-432b-af65-27c3ee9e2151,ConnectivityNode
_e444bd24-f5b6-42c2-8da6-e2b980a4d8e0,02   JUD-11,Network/ReportingGroups/RG_ORI/02   JUD-11,220306,50670539,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02CZIJUD/1/02CZIJUD BD  FICT  1_CN,1062406,02CZIJUD BD  FICT  1_CN,_9739b074-e4a2-49b2-bfde-149c5c49800d,_52e0ec13-ea92-44b1-aaaa-d974bc9f3f13,ConnectivityNode
_2e6d2b1c-2907-4415-b1e0-3e2c23a08bf5,04   LMD-9B,Network/ReportingGroups/RG_NOR/04   LMD-9B,47853,50670540,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04   LMD/230/04   LMD B2  230   B_CN,1461304,04   LMD B2  230   B_CN,_6aac246a-cda1-4d3a-9b69-23b9de10f9e6,_aef39add-2fe2-4bd1-a826-6c5b342088c5,ConnectivityNode
_efa16519-bf24-4e7c-b5bd-46a4a16fb7a9,04   ROS-7A,Network/ReportingGroups/RG_NOR/04   ROS-7A,45034,50670541,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04CULROS/115/04CULROS B1  115   A_CN,1425941,04CULROS B1  115   A_CN,_b8a8773a-4c1c-40c5-9b6b-fca884d47349,_27c6ea37-0cc1-4fa3-b23e-68f0d2c2bf52,ConnectivityNode
_e39697eb-2cab-425e-b11b-da263bdff235,05   BAS-5A,Network/ReportingGroups/RG_NTE/05   BAS-5A,5265,50670542,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05DGOBAS/34.5/05DGOBAS B1  34.5  A_CN,1630443,05DGOBAS B1  34.5  A_CN,_d8349b2a-c578-41b9-84ef-e1f19922746e,_7f91be2a-1572-49e6-ab5c-a0f46d2f8968,ConnectivityNode
_afc68a70-4c65-4a46-aefc-663046967255,04   VCM-7A,Network/ReportingGroups/RG_NOR/04   VCM-7A,42116,50670543,_31C26C5C-048F-48D3-B7F2-8329FE533721,BusNameMarker,Network/Companies/SIN/04NOR/04OBRVCM/115/04OBRVCM B1  115   A_CN,1375343,04OBRVCM B1  115   A_CN,_8fdd07b4-e41e-4271-851d-7bb928d5cda0,_3b0a4cf2-c582-4f63-ab1c-b4a44dc517ed,ConnectivityNode
_6849f87e-939b-41fc-8c99-5aa1b5f529e8,01   STU-52,Network/ReportingGroups/RG_CEL/01   STU-52,14096,50670544,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01   STU/23/01   STU BD   23   2_CN,859689,01   STU BD   23   2_CN,_24f9c0d7-4e42-4a49-add0-c8c98be3951a,_67c68e1f-a0df-4b05-a89d-889ddc2a673b,ConnectivityNode
_0639e538-c269-4234-b775-666fb75fc8f2,01   PMX-93,Network/ReportingGroups/RG_CEL/01   PMX-93,16380,50670545,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01   PMX/230/01   PMX BD  230   3_CN,837144,01   PMX BD  230   3_CN,_c5838f9e-56d6-4b95-b54e-5e0076ddf237,_3b11b2c9-7a77-4f2f-8acf-75301d528ef8,ConnectivityNode
_d4c517f6-82d3-4ba2-9814-edd404854a75,08   PMU-4a,Network/ReportingGroups/RG_PEN/08   PMU-4a,829387,50670546,_76D0AE3C-5478-47A1-91D5-14C8684EEC71,BusNameMarker,Network/Companies/SIN/08PEN/08CNCPMU/13.8/08CNCPMU BD  13.8  a_CN,981775,08CNCPMU BD  13.8  a_CN,_e9a272ad-6f7d-479e-a975-20b2a6239537,_d20d8694-91cc-43a0-82bd-9a5f1e30ce7a,ConnectivityNode
_211453a1-fc05-4df9-a981-d15ef9b518f3,02   MCB-4B,Network/ReportingGroups/RG_ORI/02   MCB-4B,23064,50670547,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02VERMCB/13.8/02VERMCB B2  13.8  B_CN,1172186,02VERMCB B2  13.8  B_CN,_3a57f25c-5335-499e-b4ef-59dcad898d23,_607eade5-c4e4-4c5b-8150-fc0d6c3c4c6e,ConnectivityNode
_fb6f1611-8f2d-4d43-be49-cfd61e5d9ccb,02   NND-7A,Network/ReportingGroups/RG_ORI/02   NND-7A,22088,50670548,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02CZINND/115/02CZINND B1  115   A_CN,1065461,02CZINND B1  115   A_CN,_9cbdb9f6-0f7e-4640-8154-1d5ef7209c14,_1cc8d240-5254-4c32-af87-ef135291903a,ConnectivityNode
_a9563de8-9044-471b-b7c3-2ecc9f47eea8,01   ATE-7A,Network/ReportingGroups/RG_CEL/01   ATE-7A,14017,50670549,_E49C9848-DE91-444E-9C88-6A1A35FB6351,BusNameMarker,Network/Companies/SIN/01CEL/01   ATE/85/01   ATE B1 85    A_CN,761067,01   ATE B1 85    A_CN,_914712a7-83b2-4710-8893-ecd59fbfaf51,_de4f1de7-42ce-4ac1-b1f7-bcf9b55b7492,ConnectivityNode
_f19ad56e-6dac-4a3e-a288-6e921588bfed,05   PAR-4A,Network/ReportingGroups/RG_NTE/05   PAR-4A,5370,50670550,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05CGOPAR/13.8/05CGOPAR B1  13.8  A_CN,1616349,05CGOPAR B1  13.8  A_CN,_ece3c1e3-05ac-486b-b86a-1cc51fea895c,_6b1472ee-81c4-4ebd-80d3-9126afe5125b,ConnectivityNode
_24773e5e-c1b6-4e36-9656-05e32d04e8ca,03   B18-70,Network/ReportingGroups/RG_OCC/03   B18-70,33210,50670551,_DD71E893-B253-4B28-B64A-CA00C7005BAE,BusNameMarker,,,,,,
_3bce2f1d-a325-4b61-98f5-64a7b8ea5b1c,02   GEM-5A,Network/ReportingGroups/RG_ORI/02   GEM-5A,21615,50670552,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02   GEM/34.5/02   GEM B1  34.5  A_CN,1031830,02   GEM B1  34.5  A_CN,_5fa5a88a-6f8b-4ae4-bab5-a9d8436b478d,_32f99fd2-3516-4293-9e01-10cdf3363779,ConnectivityNode
_1144d5bd-dd3a-4222-a5b4-32b851649851,05   CAP-7A,Network/ReportingGroups/RG_NTE/05   CAP-7A,52886,50670553,_F6FE335F-93EB-410A-B33F-11995B26A016,BusNameMarker,Network/Companies/SIN/05NTE/05   CAP/115/05   CAP B1  115.  A_CN,1537690,05   CAP B1  115.  A_CN,_f7bc67e8-a839-43cc-a8cd-16bf9c08ccf5,_98c3e376-7578-48c3-bab2-2f38fd8d4d51,ConnectivityNode
_2bb3adaa-129f-4491-ae8f-91eee59bd0db,02   TRN-7A,Network/ReportingGroups/RG_ORI/02   TRN-7A,23221,50670554,_DD646B07-97AE-48E9-8DDE-D35D4F591993,BusNameMarker,Network/Companies/SIN/02ORI/02VERTRN/115/02VERTRN B1  115   A_CN,1184687,02VERTRN B1  115   A_CN,_e0848ee7-41c4-4d86-b6c3-02574f8f2785,_2d3baff6-f832-4ef3-821a-1e3bb0336870,ConnectivityNode
