"ShuntCompensator:
ID","ShuntCompensator:
Name","ShuntCompensator:
Description","ShuntCompensator:
NAFlag","ShuntCompensator:
ShortID","ShuntCompensator:
InternalId","ShuntCompensator:
Parent","ShuntCompensator:
ObjectType"
_499c6aec-c964-48ce-b98a-fe2c176b3aaf,CP-02,02   DEM CP-2 B2    008I,true,C2,937134,_4b82c8f7-c59d-4421-a09b-72a6c3e44b4a,ShuntCompensator
_6a391230-9526-40bd-8f44-624b65af097f,RE-01,02   EDO RE-1 A3U20 075I,true,R1,937947,_438c4303-14e9-41f8-b308-7c66ee33afd6,ShuntCompensator
_6a871a6f-8170-4290-a73d-a3e644f604ac,RE-02,02   EDO RE-2 A3U30 075I,true,R2,937949,_438c4303-14e9-41f8-b308-7c66ee33afd6,ShuntCompensator
_7293b867-c8fb-4b76-ac92-aa33c80e44de,CP-01,02   EDP CP-1 B1    010I,true,C1,938439,_e5174f1d-90b0-49b4-b637-b40c9a22e337,ShuntCompensator
_4d060722-a33e-462e-a953-989d9876709d,CP-02,02   EDP CP-2 B1    010I,true,C2,938441,_e5174f1d-90b0-49b4-b637-b40c9a22e337,ShuntCompensator
_e36107c9-490b-4fc2-a32e-1b5e69a2a6d7,CP-03,02   EDP CP-3 B3    010I,true,C3,938443,_e5174f1d-90b0-49b4-b637-b40c9a22e337,ShuntCompensator
_afe581b1-8d3b-4edd-8c5a-d13b00907f65,CP-04,02   EDP CP-4 B3    010I,true,C4,938445,_e5174f1d-90b0-49b4-b637-b40c9a22e337,ShuntCompensator
_4ffc09ff-9e4d-4873-b010-46dee581ad7b,RE-01,02   EDP RE-1 B1    013I,true,R1,938447,_e5174f1d-90b0-49b4-b637-b40c9a22e337,ShuntCompensator
_e84588aa-9b5c-4bc6-806b-dfbc9fd27cc9,CP-01,02   EDS CP-1 B1    010I,true,C1,938935,_324c5e2b-6987-432d-9d65-a6845f8b343d,ShuntCompensator
_50529d1b-da61-4744-a579-d4b70adb3520,CP-02,02   EDS CP-2 B2    010I,true,C2,938937,_324c5e2b-6987-432d-9d65-a6845f8b343d,ShuntCompensator
_4678b9e8-2adc-44b1-a4e7-733f312058d1,RE-01,02   EDS RE-1 B2    014I,true,R1,938939,_324c5e2b-6987-432d-9d65-a6845f8b343d,ShuntCompensator
_78aff238-03f8-4e01-af22-dbc6966b0335,CP-01,02   EES CP-1 B1    025I,true,C1,939530,_9210d317-5666-4968-862e-b51add5cd709,ShuntCompensator
_c8ee1019-9ca4-4fc6-b1ce-694609d9b778,CP-10,02   EES CP-10 B10  012I,true,1,939532,_9210d317-5666-4968-862e-b51add5cd709,ShuntCompensator
_7f77a783-45e3-432d-a46a-44e893b2f2ee,CP-04,02   EES CP-4 B4    038I,true,C4,939534,_9210d317-5666-4968-862e-b51add5cd709,ShuntCompensator
_3396f64b-eac3-40a4-a84e-419597e933f8,CP-05,02   EES CP-5 B5    024I,true,C5,939536,_9210d317-5666-4968-862e-b51add5cd709,ShuntCompensator
_6ad485cd-372f-4daa-87fd-4bab11e598d8,CP-07,02   EES CP-7 B7    024I,true,C7,939538,_9210d317-5666-4968-862e-b51add5cd709,ShuntCompensator
_2ba84634-348e-4028-9b3d-053b87755d98,CP-09,02   EES CP-9 B9    024I,true,C9,939540,_9210d317-5666-4968-862e-b51add5cd709,ShuntCompensator
_ad5c6ed7-b574-449c-9622-e201ee59d8a8,RE-01,02   EES RE-1 B1    007I,true,R1,939542,_9210d317-5666-4968-862e-b51add5cd709,ShuntCompensator
_99bfc3dc-7c94-425f-a1cf-9925cbdadbf2,RE-03,02   EES RE-3 B5    007I,true,R3,939544,_9210d317-5666-4968-862e-b51add5cd709,ShuntCompensator
_69e40664-6c6b-49c9-a054-62baa62d4dfa,CP-01,02   EIN CP-1 B1    005I,true,C1,940049,_dfb0d5db-2f60-4dba-820d-5728c4d45392,ShuntCompensator
_a4fcba79-3fac-45e5-81ca-7a9f6545a987,CP-02,02   EIN CP-2 B1    007I,true,C2,940051,_dfb0d5db-2f60-4dba-820d-5728c4d45392,ShuntCompensator
_5eb5bfed-58ac-447a-a4f8-f6ca9fb6e383,CP-01,02SUREOA CP-1 B1    002I,true,C1,940175,_7b7a1c19-0205-4c6b-8b2e-9de53220d43e,ShuntCompensator
_8036fd4c-d673-408c-830a-93ac8fd7bfe2,CP-02,02SUREOA CP-2 B1    004I,true,C2,940177,_7b7a1c19-0205-4c6b-8b2e-9de53220d43e,ShuntCompensator
_616aec5f-f17c-45cb-b3ff-f5da75cd837f,CP-01,02   ERT CP-1 B2    009I,true,C1,941485,_24e2c76d-ed94-47bb-9663-85e19f6cabcc,ShuntCompensator
_2440f62e-13e4-41ef-b228-7fd53e79e14a,CP-02,02   ERT CP-2 B2    009I,true,C2,941487,_24e2c76d-ed94-47bb-9663-85e19f6cabcc,ShuntCompensator
_3396d40b-d44c-4b58-a0ea-d990eb07db6d,CP-01,02   EZO CP-1 B2    008I,true,C1,942652,_82f90221-c517-4bf3-9055-391980addb45,ShuntCompensator
_737c228a-272c-4bce-b081-d16a86c74855,CP-02,02   EZO CP-2 B2    008I,true,C2,942654,_82f90221-c517-4bf3-9055-391980addb45,ShuntCompensator
_faeb1c4b-5403-47f1-9451-a7202c58d765,CP-01,08   PTE CP-1 B1    015,true,C1,943770,_e4997c4c-1170-481c-938a-fccca04f8008,ShuntCompensator
_a6f7d446-95ad-4582-a1d7-81ebdcb42703,RE-01,08   RMY RE-1 A4010 50I,true,R1,944420,_811a2be1-2054-47f7-9e16-466457827fe7,ShuntCompensator
_d183822e-b068-4af0-8d89-1355a398f1f8,RE-02,08   RMY RE-2 A4020 50I,true,R2,944422,_811a2be1-2054-47f7-9e16-466457827fe7,ShuntCompensator
_5904a3f3-295a-44c0-b305-ceb1701713f5,RE-01,08   SLC RE-1 B1    018,true,R1,944867,_4edf1cb2-c57b-466e-93a7-01b23c0280c5,ShuntCompensator
_7e24e2fb-e5fb-416f-8dcb-8b7367f7c37c,CP-01,08   SUR CP-1 B1    015,true,C1,945276,_e241d1f7-64cb-432f-a51d-748ec19c0e3e,ShuntCompensator
_db0e6e5c-1af7-4eb6-9f03-4dfb92225357,RE-02,08   TIC RE-2 93020 018,true,R2,946000,_8cc6497b-9320-4a6c-ae82-fc54ea8c44a5,ShuntCompensator
_28665e1d-edc8-4243-b907-b431a0546cf3,RE-03,08   TIC RE-3 93090 021,true,R3,946002,_8cc6497b-9320-4a6c-ae82-fc54ea8c44a5,ShuntCompensator
_d5db7ded-8919-40f5-966a-a4ee189b7863,RE-05,08   TIC RE-5 93100 021,true,R5,946004,_8cc6497b-9320-4a6c-ae82-fc54ea8c44a5,ShuntCompensator
_eb58c857-7f77-4c02-91aa-e70aa52e7375,RE-06,08   TIC RE-6 B1    016,true,R6,946006,_8cc6497b-9320-4a6c-ae82-fc54ea8c44a5,ShuntCompensator
_25f30020-67e2-4386-a132-9dba4590e1c9,RE-01,08   TIC RE-1 A4100 75I,true,R1,946160,_cb53267a-1edd-4aac-a2be-b38bd304c187,ShuntCompensator
_d2630986-ffbf-4ef0-bd0f-5f5e6a316523,RE-09,08   TIC RE-9 A4090 75I,true,R9,946162,_cb53267a-1edd-4aac-a2be-b38bd304c187,ShuntCompensator
_4bf12d08-1ebf-4ff0-a83d-6674a82fa92e,RE-07,08   TIC RE-7 AT-01 015,true,R7,946177,_d26f5469-1cc0-407d-9327-28e6974b1592,ShuntCompensator
_9cb61669-0666-4af4-a567-cb5820f4ff83,CP-01,08   TZM CP-1 B1    006,true,C1,947449,_83356bbb-94d3-4bfe-907a-a219ea58a32a,ShuntCompensator
_e1683e83-0a5b-46d7-9834-4f700ad65cda,RE-01,08   VAD RE-1 B1    010,true,R1,949369,_e916f8d7-3554-426e-9ffa-0c3f32717d9d,ShuntCompensator
_ed14ca5f-2e18-4113-b3bb-3845423454ed,RE-02,08   VAD RE-2 93070 018,true,R2,949371,_e916f8d7-3554-426e-9ffa-0c3f32717d9d,ShuntCompensator
_40f84b7e-57aa-40fd-b7d2-e35bcc9ffbfc,RE-03,08   VAD RE-3 93080 021,true,R3,949373,_e916f8d7-3554-426e-9ffa-0c3f32717d9d,ShuntCompensator
_b56d6cb9-d086-4fcb-afe8-976d9fda8e26,CP-03,08   XUL CP-3 B1    006,true,C3,951819,_ed7c2ffa-1572-4e93-8ac6-7fdfeb8f3a7e,ShuntCompensator
_cbc733b4-0bfa-4928-bc5a-350a7ba8fc27,RE-01,08   XUL RE-1 93090 018,true,R1,951927,_78b649ba-dd25-4f20-b913-ccf4e61fde25,ShuntCompensator
_7aac225f-c527-4ea1-b05d-a50904308338,RE-04,08   XUL RE-4 93100 018,true,R4,951929,_78b649ba-dd25-4f20-b913-ccf4e61fde25,ShuntCompensator
_0b48ef43-0cef-430e-a405-07213a5c796b,RE-02,08   XUL RE-2 AT-06 025,true,R2,951988,_d74319e9-1e93-4041-84ec-430c9a4385ac,ShuntCompensator
_48f08c7a-8d5f-44e2-8de7-3cb20831ac76,RE-03,08   XUL RE-3 AT-09 021,true,R3,951990,_d74319e9-1e93-4041-84ec-430c9a4385ac,ShuntCompensator
_0fdfb458-f1ba-47e5-9ec8-cdc37c224731,CP-01,08CHTCNR CP-1 B1    0075,true,C1,955477,_4fc51e4d-6a08-4ea0-b9c0-d812dd19d836,ShuntCompensator
_5bd1b205-dffc-4218-988f-a886e76cc6c3,CP-03,08CHTCNR CP-3 B1    0075,true,C3,955479,_4fc51e4d-6a08-4ea0-b9c0-d812dd19d836,ShuntCompensator
_f79f4f10-a912-4cea-8491-4a204601ba19,CP-01,08CHTCRE CP-1 B1    015,true,C1,955920,_85ea12c7-2ca2-41a1-80c1-86760b06cb2b,ShuntCompensator
_a13a1cd8-2ce8-4c35-a9d7-24c5f6fa8d4f,CP-03,08CHTCRE CP-3 B1    007,true,C3,955922,_85ea12c7-2ca2-41a1-80c1-86760b06cb2b,ShuntCompensator
_3818487e-5317-41b2-8d3d-f5a5689cac23,CP-03,08CHTKAL CP-3 B1    015,true,C3,960539,_190e8f99-0ded-4a97-a297-f277077ef733,ShuntCompensator
_621abe15-b895-4dcd-8b87-4687d40acb13,CP-01,08CHTPYU CP-1 B1    0075,true,C1,962110,_5c1cb161-9fa2-4bf2-9dc8-748e80bc1574,ShuntCompensator
_7ffc9730-ea69-487e-bcf7-4ba7a1a8ef15,CP-01,08CHTSAD CP-1 B1    015,true,C1,962806,_10bdad2d-61aa-442c-be91-e086c55a3992,ShuntCompensator
_88fa6722-8a20-4cd2-9f6d-d1114ff00b7f,CP-03,08CNCCEK CP-3 B1    030,true,C3,975780,_8e8e3229-fea5-48a5-b2af-2c5650fcc14a,ShuntCompensator
_60e9cb63-8df8-40a1-9615-a8ca57240ac1,CP-02,08CNCCNC CP-2 B2    009,true,C2,976995,_f0fc56c8-c2d5-4f3a-b5c7-94ec8a1b1915,ShuntCompensator
_1b1cb49d-3335-4f3b-9eea-0827b2f108bc,CP-06,08CNCKUK CP-6 73650 0075,true,C6,979267,_9b27c4b8-9c6a-4ee1-bf55-5e83eed538b6,ShuntCompensator
_4c064f88-4789-4693-9868-6abde4c6bcba,CP-05,08CNCPJU CP-5 B1    015,true,C5,980492,_b9c981df-c287-45cd-bd91-c41cae56e14a,ShuntCompensator
_22624ff2-52d7-41de-b0fe-d107a70bae91,CP-07,08CNCPLY CP-7 B1    0075,true,C7,981147,_feafb840-1ce0-413d-8db7-c66893b5f377,ShuntCompensator
_835f476c-0b4e-482d-9ec8-88c2b75fc5c9,CP-08,08CNCTUM CP-8 B1    012,true,C8,982163,_b797470f-2533-44a4-b20f-647a18585f48,ShuntCompensator
_65282897-cd00-4084-93ee-803a2bf963ca,CP-04,08   NCM CP-4 B1    030,true,C4,983161,_7ca05fcc-99ad-46dd-af98-f3e155c2cedb,ShuntCompensator
_6ca76849-f232-45c0-b76d-940365ff3fca,RE-01,02   JUI RE-1 A3340 068I,true,R1,1034596,_f1e8c698-c232-4b95-87b3-25fd9830593c,ShuntCompensator
_82e9a1ba-3de1-4fee-973e-4fe1a7c9bacb,RE-02,02   JUI RE-2 A3U10 063I,true,R2,1034598,_f1e8c698-c232-4b95-87b3-25fd9830593c,ShuntCompensator
_e6579d75-180d-4bb0-adab-07c319ef768f,RE-03,02   JUI RE-3 A3U00 068I,true,R3,1034600,_f1e8c698-c232-4b95-87b3-25fd9830593c,ShuntCompensator
_cb48c79a-5351-4bb2-8e74-1ee2030ef9a2,RE-04,02   JUI RE-4 A3T70 062I,true,R4,1034602,_f1e8c698-c232-4b95-87b3-25fd9830593c,ShuntCompensator
_658e7a75-8416-4429-8021-cbb175b63008,RE-05,02   JUI RE-5 B1    100I,true,R5,1034604,_f1e8c698-c232-4b95-87b3-25fd9830593c,ShuntCompensator
_d6289ce8-1ebf-4fb4-a80c-2c419d58d2d0,RE-01,02   LAV RE-1 A3190 050I,true,R1,1035104,_654b99af-5ff6-46bd-a046-d656222e99c2,ShuntCompensator
_a50728b0-f328-4aac-a35d-e76a07c5fe4e,RE-03,02   LAV RE-3 A3390 050I,true,R3,1035106,_654b99af-5ff6-46bd-a046-d656222e99c2,ShuntCompensator
_b18b5a93-8721-4589-95a8-f9d7661590de,CP-01,02   LVN CP-1 B1    014I,true,C1,1036771,_31206dd2-d8a1-45ad-a677-271959df6760,ShuntCompensator
_8c793c5c-c2c8-4dc8-bcdc-cd0b243ac985,RE-01,02   LVN RE-1 B1    005I,true,R1,1036773,_31206dd2-d8a1-45ad-a677-271959df6760,ShuntCompensator
_e3e6d96a-2720-4784-be69-a6a3b6a2c6bf,CP-01,02   MGD CP-1 B1    015I,true,C1,1037681,_f3738499-06ab-4587-b470-fa969fefe6bb,ShuntCompensator
_39975945-fefb-4494-9ba0-71b2078c4bc7,CP-02,02   MGD CP-2 B2    015I,true,C2,1037683,_f3738499-06ab-4587-b470-fa969fefe6bb,ShuntCompensator
_653bad00-9f7e-4140-9b2f-a8adf9ea3ef9,CP-01,02   MID CP-1 B1    030I,true,C1,1038110,_81ed7cd2-27c2-4e32-ba8d-78f80ff83654,ShuntCompensator
_1036cead-63f8-4447-991b-48a862297c99,RE-01,02   MID RE-1 B1    100I,true,R1,1038306,_4600c6dc-65f8-4a0b-96e6-ee0a795dd611,ShuntCompensator
_4b51f01b-cd54-47b6-973c-31cf172d1aa6,RE-01,02   MMT RE-1 A3040 100I,true,R1,1039294,_fce0181a-589f-4ab2-a425-0b406758ec89,ShuntCompensator
_80d8b6ce-23d5-4daa-8013-b1d1f7a2c838,RE-02,02   MMT RE-2 A3140 100I,true,R2,1039296,_fce0181a-589f-4ab2-a425-0b406758ec89,ShuntCompensator
_06f3ad3e-34de-45fb-a361-f5af20969b8b,RE-03,02   MMT RE-3 A3T90 100I,true,R3,1039298,_fce0181a-589f-4ab2-a425-0b406758ec89,ShuntCompensator
_5e7ee7d0-e586-42dd-a8cf-c93e6c396aa3,RE-04,02   MMT RE-4 B1    150I,true,R4,1039300,_fce0181a-589f-4ab2-a425-0b406758ec89,ShuntCompensator
_0969a798-cadc-4db7-bc3d-42d1875aa6bd,RE-02,02   MPD RE-2 A4020 075I,true,R2,1039997,_cb5385a8-b422-40f3-b68d-2cf1435f9b94,ShuntCompensator
_657c6300-9c55-4af9-9f93-9294b3124ec7,RE-01,02   MPS RE-1 B1    150I,true,R1,1040380,_152f6730-fd26-4469-8990-3540b29412a3,ShuntCompensator
_c02e1681-034f-486c-b200-85d3e3be0d31,CP-01,02   OAU CP-1 B1    014I,true,C1,1041954,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,ShuntCompensator
_7c98739c-9ff1-4db7-b1e7-0e2df354e18a,CP-01,02   OJP CP-1 B1    030I,true,C1,1042258,_48204038-992b-4afd-8423-ad3136da6586,ShuntCompensator
_5d7d8606-ab69-42b7-9d2f-8af9f35f5245,RE-03,02   PBD RE-3 A3090 062C,true,R3,1043144,_d7149e1a-0747-41a6-8f1a-c37345f78b89,ShuntCompensator
_14ccaacd-dd89-489d-88f7-ce6279eb39e5,RE-04,02   PBD RE-4 A3940 032C,true,R4,1043146,_d7149e1a-0747-41a6-8f1a-c37345f78b89,ShuntCompensator
_16242c16-c2cc-4672-9af2-8c912aec0992,CP-01,02   PDQ CP-1 B1    008I,true,C1,1043663,_49db6b58-28ff-481f-a239-17a6bc92a033,ShuntCompensator
_65e2b5b4-ab65-4e00-9be8-534b39b23a84,CP-02,02   PDQ CP-2 B1    008I,true,C2,1043665,_49db6b58-28ff-481f-a239-17a6bc92a033,ShuntCompensator
_60959103-0300-4b97-a694-c30c1f35e0ed,RE-01,02   PDQ RE-1 B1    002I,true,R1,1043667,_49db6b58-28ff-481f-a239-17a6bc92a033,ShuntCompensator
_794290de-7de7-4cca-b521-bc3c5c483629,RE-01,02   PRD RE-1 A3370 050C,true,R1,1046577,_d3d2c941-fc06-420e-bfe2-b8058e23245b,ShuntCompensator
_b63e27a1-e09a-4474-95c5-c328ea93ea41,CP-01,02   SDN CP-1 B1    005I,true,C1,1048757,_c42cf380-e1ac-41a9-858a-81415985c25f,ShuntCompensator
_7216680d-171e-4899-9cea-f5545d2560e3,CP-01,02   SUD CP-1 B1    009I,true,C1,1049489,_80e032e7-18d9-4456-bb22-c709add39dce,ShuntCompensator
_c053d9d7-710b-45d0-942e-db3ba429d66f,RE-01,02   SUD RE-01      009I,true,R1,1049491,_80e032e7-18d9-4456-bb22-c709add39dce,ShuntCompensator
_e354c069-b8b0-4220-9642-482effc5276d,RE-01,02   TCL RE-1 A4010  50I,true,R1,1050504,_8a84d373-d7b1-45b2-8b2c-83ddc8790ec6,ShuntCompensator
_1875e4e7-5150-4246-9291-472548b3e4b7,RE-02,02   TCL RE-2 A4020  50I,true,R2,1050506,_8a84d373-d7b1-45b2-8b2c-83ddc8790ec6,ShuntCompensator
_9ce61e4a-fb74-4f51-ba95-0208244adf35,RE-01,02   THP RE-1 A3T30 068I,true,R1,1051048,_6d9f5d77-ccd1-4593-bc30-3dc83da0f601,ShuntCompensator
_625696e5-4ddd-4233-895a-b3962e11ac4e,RE-02,02   THP RE-2 A3T30 055C,true,R2,1051050,_6d9f5d77-ccd1-4593-bc30-3dc83da0f601,ShuntCompensator
_9b191f1a-690b-46cc-898c-667aa4799277,RE-02,02   TMD RE-2 A3260 032I,true,R2,1051518,_3605941e-5dca-44e9-ba41-16da4877eabb,ShuntCompensator
_2c765079-f443-418f-b461-2fa6a1124a99,RE-03,02   TMD RE-3 A3460 032I,true,R3,1051520,_3605941e-5dca-44e9-ba41-16da4877eabb,ShuntCompensator
_e9ea1858-67f2-4ea0-bc23-95605afce991,RE-04,02   TMD RE-4 A3460 032I,true,R4,1051522,_3605941e-5dca-44e9-ba41-16da4877eabb,ShuntCompensator
_b8bf6b7c-f87b-4068-975e-a50837030200,RE-05,02   TMD RE-5 A3560 063I,true,R5,1051524,_3605941e-5dca-44e9-ba41-16da4877eabb,ShuntCompensator
_653ece70-7ee1-4bc0-bd46-caa6ab23a007,RE-06,02   TMD RE-6 A3360 063I,true,R6,1051526,_3605941e-5dca-44e9-ba41-16da4877eabb,ShuntCompensator
_e95428ae-58e8-432c-9bde-20d96d59a1ff,RE-07,02   TMT RE-7 A3340 062I,true,R7,1051833,_05300864-1dc2-4565-bebc-3d72dec64a2c,ShuntCompensator
_9139f192-2fd1-4ad7-bbf6-d1098509386e,RE-09,02   TMT RE-9 A3540 063I,true,R9,1051835,_05300864-1dc2-4565-bebc-3d72dec64a2c,ShuntCompensator
_e3f65058-3080-4cee-af4c-efedad718dbc,RE-01,02   TSP RE-1 AT-01 030I,true,R1,1052529,_c49e29b4-0cd4-4356-8575-6fc1caccb4df,ShuntCompensator
_3a689e9d-0ef2-48b1-9107-15ede2b34918,RE-02,02   TSP RE-2 AT-02 030I,true,R2,1052531,_c49e29b4-0cd4-4356-8575-6fc1caccb4df,ShuntCompensator
_4b8614d0-214e-4787-8368-18e2b883bbb6,RE-01,02   TTE RE-1 A3070 075I,true,R1,1052975,_537bc9d3-3cd7-4bcd-81a8-b6bcdc38f0ff,ShuntCompensator
_cc236458-1e33-44e1-921e-a977f7fcdecc,RE-02,02   TTE RE-2 A3080 075I,true,R2,1052977,_537bc9d3-3cd7-4bcd-81a8-b6bcdc38f0ff,ShuntCompensator
_24ac7b67-b000-4511-ad56-9e4b89bf1097,RE-01,02   TUV RE-1 A3680 075C,true,R1,1053394,_3248370f-f378-4878-9bf0-38cdaabacc8c,ShuntCompensator
_2c9c4e75-8d92-43fb-b933-1a2812e7d9a2,RE-02,02   TUV RE-2 A3780 075C,true,R2,1053396,_3248370f-f378-4878-9bf0-38cdaabacc8c,ShuntCompensator
_ea6b3ee1-ca3c-4337-9644-83faa41e09c0,RE-03,02   TUV RE-3 A3380 075C,true,R3,1053398,_3248370f-f378-4878-9bf0-38cdaabacc8c,ShuntCompensator
_13fb1f86-077c-4c95-b168-169ebffcff70,CP-01,02CZIJUD CP-1 B1    022I,true,C1,1062191,_d74d726a-0563-4d25-8ad0-b03751e70df9,ShuntCompensator
_922d9fe5-a0c3-4990-9584-31d110612107,RE-01,02CZIJUD RE-1 AT-01 025I,true,R1,1062401,_eebe0116-8872-451a-876e-776910d8d525,ShuntCompensator
_ffa211bb-ee9e-4d18-8cc2-c4a6eae5e6e4,RE-02,02CZIJUD RE-2 AT-02 025I,true,R2,1062403,_eebe0116-8872-451a-876e-776910d8d525,ShuntCompensator
_38251589-7e14-4bb4-ac5e-abc0347ffe13,CP-01,02CZILRD CP-1 B1    006I,true,C1,1063128,_0fc608db-065c-49c2-b87b-49faae00c8e5,ShuntCompensator
_db33d3d8-bd57-4553-9a95-61e8641bcf2a,CP-01,02CZIMIU CP-1 B1    015I,true,C1,1064213,_b30012a2-b5e8-45af-980f-486d1d8167f4,ShuntCompensator
_7b2e961c-6f9b-4e0b-b3b1-a2f4f135dc11,CP-01,02CZISAC CP-1 B1    012I,true,C1,1067837,_a4e805a7-ced7-478c-a666-7eb9204b427b,ShuntCompensator
_4570373c-286a-4499-91d1-b290320a1a21,CP-01,02CZITHT CP-1 B1    012C,true,C1,1068976,_39ffedcc-1ada-41fc-9212-18036887ef9e,ShuntCompensator
_5480a10b-1022-4730-8868-227bab97325a,CP-01,02GMOARC CP-1 B1    018I,true,C1,1072287,_c6a5d5ce-1517-49d1-844e-18cc105a8ab6,ShuntCompensator
_ec20bafd-6478-484a-8cae-3a1ba7b4136f,CP-02,02GMOCGN CP-2 B1    7.5I,true,C2,1074245,_6f626d82-8344-4fca-ac58-4d2e8a4093c8,ShuntCompensator
_8ef17a8e-38da-4bce-aadd-d30a0be226e4,CP-01,02GMOCIP CP-1 B1    008I,true,C1,1075577,_fed10c96-06c7-40f2-99de-99638366e3c4,ShuntCompensator
_a7a3678f-81a0-4f04-bde9-3ac2db3cb681,CP-01,02GMOCUA CP-1 B1    018I,true,C1,1076525,_cecbf6e9-fa12-4331-ad11-bb6b62cee262,ShuntCompensator
_0818f57e-1391-4e00-a338-07dc0823aac5,CP-01,02GMOLAT CP-1 B1    030C,true,C1,1080838,_e24ecd5a-bd03-441f-a255-067fdb827132,ShuntCompensator
_10c6bc83-4700-411b-93d5-614500f0e2fc,RE-01,02GMOMZL RE-1       021I,true,R1,1084129,_2e030cb7-0f17-46f4-b2a9-001fcd9d1c7f,ShuntCompensator
_3c1c8eb8-9ffc-4388-9213-661b1d36c983,CP-02,02GMOOMT CP-2 B1    4.5I,true,C2,1084743,_34e02b2b-a34d-4a20-9dc8-f7d404ab9fe1,ShuntCompensator
_d8c29ceb-910b-45c9-ba7e-ac712b3885cd,RE-01,02GMOPIC RE-1 93060 021I,true,R1,1085410,_3dfe5d3e-4008-4fdf-8243-b4456f30b56c,ShuntCompensator
_f2c40a1c-4278-497b-a57b-d5267e0ff77a,RE-02,02GMOPIC RE-2 93320 021I,true,R2,1085412,_3dfe5d3e-4008-4fdf-8243-b4456f30b56c,ShuntCompensator
_98ee7446-0fbc-439b-94c5-9189fa445d8e,CP-03,02GMOPPN CP-3       008I,true,C3,1085942,_a784dd52-c4bd-406b-b50b-64c7b1c62f06,ShuntCompensator
_0f169b1b-3a3a-4d13-b707-ed5a42cec523,CP-01,02GMOQMD CP-1 B1    030I,true,C1,1087933,_c2764b87-b91c-4ac3-badd-c379023298ae,ShuntCompensator
_cdd24585-12d9-4ac9-8999-8c1829322eea,CP-01,02GMOZAP CP-1 B1    030C,true,C1,1093661,_147ead4e-dc0e-4839-92ab-808afa09c324,ShuntCompensator
_ac0bcda5-c197-4b8f-8a52-fe50d6a8c814,CP-03,02GMOZIH CP-3       008I,true,C3,1094856,_51908f37-d0cf-421d-af1f-67452a36cbce,ShuntCompensator
_cf9542d7-d2d9-49bb-bfa8-aa917cd764b3,CP-01,02PTXANC CP-1 B1    015,true,C1,1096995,_dd623f1b-338d-4860-81a5-93c78dea4326,ShuntCompensator
_687c5633-18df-4263-a30b-89e74000db27,CP-01,02PTXHJP CP-1 B1    005,true,C1,1104619,_b9b5286b-4ea8-4504-992b-d63361b21d0b,ShuntCompensator
_5c988dd5-86c8-4cb0-9f1b-aa69394aea01,CP-02,02PTXHUA CP-2 B1    015I,true,C2,1104853,_9ecc3e01-fd83-4144-9c0b-111afe5742b6,ShuntCompensator
_bff73d45-22ff-408e-85f7-b5e1984fbb5d,CP-01,02PTXLIB CP-1 B1    015,true,C1,1106858,_219fca49-12fc-4a1a-ae13-90441433401e,ShuntCompensator
_b2e8c257-d080-4fb7-817d-06c295cc75d9,CP-01,02PTXTHN CP-1 B1    022I,true,C1,1114626,_1b2e6278-62fc-4462-9b9a-b77a3e7a7f77,ShuntCompensator
_083894df-d329-4550-b44b-92972516cb17,CP-01,02PTXYUC CP-1 B1    005,true,C1,1118579,_d1595acc-1a44-4c4d-b803-c50049f2d0c8,ShuntCompensator
_0ad0c132-7e78-42d3-b87a-e3942228a868,CP-01,02PTZRFD CP-1 B1    015I,true,C1,1125729,_46e37aba-4a0a-4406-98ab-36857e4d8620,ShuntCompensator
_61705764-27ab-4372-980a-c41796c6ecdc,CP-01,02SURARR CP-1 B1    005I,true,C1,1129570,_5d61190c-1e6c-41e5-b702-9827671bea0d,ShuntCompensator
_69fdce58-5dfc-4423-9c13-de20f9d6e063,CP-01,02SURBDZ CP-1 B1    022I,true,C1,1130626,_7e00dcde-1e69-40ea-b36a-b570dbc79a13,ShuntCompensator
_d0998fd4-da49-4c55-8564-8f1697299681,CP-01,02SURCDN CP-1 B1    015I,true,C1,1132142,_53d4ac1f-6b5f-420e-b212-26c9d47db876,ShuntCompensator
_5bf5726b-377f-48d7-af98-e51ce4a6253c,CP-01,02SURCIH CP-1       015I,true,C1,1133125,_6c0e3a64-b933-429a-bc84-61162d4ea32d,ShuntCompensator
_9bf9ab44-7aa0-4331-a01e-a96f10b366c2,CP-01,02SURCJT CP-1 B1    015I,true,C1,1133863,_bf0d8015-4fb4-4938-9242-4945c94de947,ShuntCompensator
_9ca17999-05b9-407a-8756-2e91b9f8524d,CP-01,02SURCOM CP-1 B1    022I,true,C1,1135232,_18eb7f0c-0ff4-40e3-8bc8-71b48368ce78,ShuntCompensator
_5c8b861f-93a2-4fe8-9078-50fa20f7c2da,CP-01,02SURJAA CP-1 B1    7.5I,true,C1,1139394,_6ba369bc-b098-4c0e-86e5-a7afb2394c62,ShuntCompensator
_f0c46602-f1e5-4993-8829-ee6c7149d3ba,RE-01,02SURKLV RE-1       021C,true,R1,1140333,_b97b4931-98fa-4ed6-ad91-c89dbe2729b7,ShuntCompensator
_13b55cac-4dc6-4913-b8ab-ddfd37109b70,CP-01,02SURLCH CP-1 B1    015I,true,C1,1140586,_1445e618-433c-42af-b8a9-d37684a1ad66,ShuntCompensator
