"SynchronousMachine:
ID","SynchronousMachine:
VoltRegStatus","SynchronousMachine:
Description","SynchronousMachine:
InternalId","SynchronousMachine:
Name","SynchronousMachine:
Parent","SynchronousMachine:
ObjectType","SynchronousMachine:
RegulatingCondEqRegulatesTerminal:
Terminal:
ID","Terminal:
InternalId","Terminal:
Name","Terminal:
Parent","Terminal:
ObjectType"
_9f4e9059-4eaf-4d99-b241-42764547c3a9,Fixed Voltage Regulation,02MMT-U6,1039337,UN-06,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine,_034cdd15-55ad-4f78-829c-226c2ba34fcb,1039338,T1,_9f4e9059-4eaf-4d99-b241-42764547c3a9,Terminal
_eec5d3bd-e70d-4872-9b40-29aca0759cec,Fixed Voltage Regulation,02MMT-U7,1039339,UN-07,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine,_254153b3-3ec8-40f4-aa09-129923edc5a0,1039340,T1,_eec5d3bd-e70d-4872-9b40-29aca0759cec,Terminal
_3b6048dc-bb96-452e-9167-21fe50f8bebe,Fixed Voltage Regulation,02MMT-U8,1039341,UN-08,_d49e2eb7-25db-4ef7-88c4-22920f361693,SynchronousMachine,_01e9293c-59ac-4dea-9a15-6cb8d7e4555f,1039342,T1,_3b6048dc-bb96-452e-9167-21fe50f8bebe,Terminal
_93638654-cc40-4c94-9179-f9f7d31df06e,Fixed Voltage Regulation,02MPS-U1,1040401,UN-01,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine,_c364a9b1-542b-473c-8e80-5c5b998df4b9,1040402,T1,_93638654-cc40-4c94-9179-f9f7d31df06e,Terminal
_f129adbb-3fff-4d0c-a10c-93ae732657f1,Fixed Voltage Regulation,02MPS-U2,1040403,UN-02,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine,_359a5df1-2329-492c-9ef8-ce87ce2d2e25,1040404,T1,_f129adbb-3fff-4d0c-a10c-93ae732657f1,Terminal
_698e7a63-4d65-43df-844c-f76e1edd6012,Fixed Voltage Regulation,02MPS-U3,1040405,UN-03,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine,_51fedb08-1ee4-47e7-ae84-e8ef85b543d0,1040406,T1,_698e7a63-4d65-43df-844c-f76e1edd6012,Terminal
_b917c1c3-dd18-4922-ac3d-8e800b9bcce7,Fixed Voltage Regulation,02MPS-U4,1040407,UN-04,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine,_bedee69a-25a3-4703-9054-adba235583de,1040408,T1,_b917c1c3-dd18-4922-ac3d-8e800b9bcce7,Terminal
_625350e0-4c47-4b33-8699-c61ca597e17f,Fixed Voltage Regulation,02MPS-U5,1040409,UN-05,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine,_59506abc-9ffe-444d-b2dd-974af1dcb6fd,1040410,T1,_625350e0-4c47-4b33-8699-c61ca597e17f,Terminal
_d223de07-33de-442b-9886-ba43ed0d1444,Fixed Voltage Regulation,02MPS-U6,1040411,UN-06,_12095419-088e-40aa-bae0-be6f64c602cf,SynchronousMachine,_ec7855ba-e8c4-468f-9c21-63eae21f374d,1040412,T1,_d223de07-33de-442b-9886-ba43ed0d1444,Terminal
_70527b70-ecf5-4480-9644-2e0c75c042cd,Fixed Voltage Regulation,02MZT-U1,1041325,UN-01,_513ad8b2-4644-440d-af06-2fe38affd63e,SynchronousMachine,_fee3c4fe-a07a-4506-a667-c5eb0c490655,1041326,T1,_70527b70-ecf5-4480-9644-2e0c75c042cd,Terminal
_35c98e92-f4d0-4685-8af6-efe85ac1b9ff,Fixed Voltage Regulation,02MZT-U2,1041327,UN-02,_513ad8b2-4644-440d-af06-2fe38affd63e,SynchronousMachine,_6c7fb0d2-dcfa-4dd3-98ff-0ac1959c9f9e,1041328,T1,_35c98e92-f4d0-4685-8af6-efe85ac1b9ff,Terminal
_aa65e5a7-952c-475a-8af3-1f068a9aa104,Fixed Voltage Regulation,02MZT-U3,1041329,UN-03,_513ad8b2-4644-440d-af06-2fe38affd63e,SynchronousMachine,_8100e910-4786-4329-b24c-b40b469da350,1041330,T1,_aa65e5a7-952c-475a-8af3-1f068a9aa104,Terminal
_cb037162-7b9d-45f6-a12f-ebb61fbec64d,Fixed Voltage Regulation,02MZT-U4,1041331,UN-04,_513ad8b2-4644-440d-af06-2fe38affd63e,SynchronousMachine,_27d67585-6c1d-4d52-8603-7dff74ba5d42,1041332,T1,_cb037162-7b9d-45f6-a12f-ebb61fbec64d,Terminal
_4a2ac322-7927-4c18-9785-987310d6c4c9,Fixed Voltage Regulation,02OAU-U1,1041956,UN-01,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine,_ec8cf679-5365-4a01-bea9-fd8f4034670c,1041903,T1,_180b3af9-5479-45f8-b73b-661f9db604e5,Terminal
_98de5467-deff-468e-a7c2-e22ca057c2e2,Fixed Voltage Regulation,02OAU-U2,1041958,UN-02,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine,_ec8cf679-5365-4a01-bea9-fd8f4034670c,1041903,T1,_180b3af9-5479-45f8-b73b-661f9db604e5,Terminal
_1d0d0966-03b0-459e-95df-d29c87617eb7,Fixed Voltage Regulation,02OAU-U3,1041960,UN-03,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine,_ec8cf679-5365-4a01-bea9-fd8f4034670c,1041903,T1,_180b3af9-5479-45f8-b73b-661f9db604e5,Terminal
_b61171a6-3e3d-47cc-a485-a60bfa4835f2,Fixed Voltage Regulation,02OAU-U4,1041962,UN-04,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine,_ec8cf679-5365-4a01-bea9-fd8f4034670c,1041903,T1,_180b3af9-5479-45f8-b73b-661f9db604e5,Terminal
_0593ad1b-c9f0-4363-8ca1-a81038c9dc5a,Fixed Voltage Regulation,02OAU-U5,1041964,UN-05,_7aa537ed-c6e4-4831-bd83-7d8aabf637aa,SynchronousMachine,_ec8cf679-5365-4a01-bea9-fd8f4034670c,1041903,T1,_180b3af9-5479-45f8-b73b-661f9db604e5,Terminal
_b9420345-c782-4fe3-9c6f-fad176c7b7b8,Fixed Voltage Regulation,02PCG-U1,1043456,UN-01,_c43f7aab-56c9-45d6-b8e6-881a50784d7e,SynchronousMachine,_3af8118b-5564-4510-abd7-fffe1c8507ce,1159922,T1,_4f0c5d2f-612d-4cd8-b27a-db46d1f1c7f3,Terminal
_1869eb3a-d55f-46b6-8aed-660cacb4fb0c,Fixed Voltage Regulation,02PDQ-U1,1043669,UN-01,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine,_a236281f-bf0f-4d85-bc93-833b321fade7,1043614,T1,_a08c0258-c2a5-4dec-a44c-312ffb8497f8,Terminal
_9628722c-c1fe-4e30-b644-d95b1645db2e,Fixed Voltage Regulation,02PDQ-U2,1043671,UN-02,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine,_a236281f-bf0f-4d85-bc93-833b321fade7,1043614,T1,_a08c0258-c2a5-4dec-a44c-312ffb8497f8,Terminal
_8c2940b4-a29d-4641-b7e3-2e0d5c4a868f,Fixed Voltage Regulation,02PDQ-U3,1043673,UN-03,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine,_a236281f-bf0f-4d85-bc93-833b321fade7,1043614,T1,_a08c0258-c2a5-4dec-a44c-312ffb8497f8,Terminal
_e43046b3-8eae-46bc-95cc-8f412fbcfc2c,Fixed Voltage Regulation,02PDQ-U4,1043675,UN-04,_49db6b58-28ff-481f-a239-17a6bc92a033,SynchronousMachine,_a236281f-bf0f-4d85-bc93-833b321fade7,1043614,T1,_a08c0258-c2a5-4dec-a44c-312ffb8497f8,Terminal
_f02a856e-dacd-4563-aa64-d51761c83665,Fixed Voltage Regulation,02PEA-U1,1044046,UN-01,_915ceecd-01b2-457d-8b0e-3a3ef2d9f495,SynchronousMachine,_0fb46221-677c-4235-b851-aeca719bf907,1044047,T1,_f02a856e-dacd-4563-aa64-d51761c83665,Terminal
_8c535e76-e1dc-43e0-8fc7-5a94eb759de5,Fixed Voltage Regulation,02PEA-U2,1044048,UN-02,_915ceecd-01b2-457d-8b0e-3a3ef2d9f495,SynchronousMachine,_f4970fa7-ff56-42f9-b1bd-315055a68661,1044049,T1,_8c535e76-e1dc-43e0-8fc7-5a94eb759de5,Terminal
_5b5c459f-09cb-4be0-a559-d26d9d340e4d,Fixed Voltage Regulation,02PEA-U3,1044050,UN-03,_915ceecd-01b2-457d-8b0e-3a3ef2d9f495,SynchronousMachine,_34423cc6-cc29-4e4c-90c5-c441a89bc8d8,1044051,T1,_5b5c459f-09cb-4be0-a559-d26d9d340e4d,Terminal
_4907ea8d-390a-4924-93c2-190fc4f87399,Fixed Voltage Regulation,02PEA-U4,1044052,UN-04,_915ceecd-01b2-457d-8b0e-3a3ef2d9f495,SynchronousMachine,_b0c05775-597c-4660-b931-3385f4aae5f3,1044053,T1,_4907ea8d-390a-4924-93c2-190fc4f87399,Terminal
_ba2a6ebd-1a87-4f22-8b02-e887d2ff3f66,Fixed Voltage Regulation,02PEI-U1,1044499,UN-01,_1cc4b222-8e56-463c-94f3-445dcfb763f5,SynchronousMachine,_a7fe55f8-bd8c-49a2-a546-fda49c536130,1044500,T1,_ba2a6ebd-1a87-4f22-8b02-e887d2ff3f66,Terminal
_efd9b4f2-7699-4c3b-bb15-c1c327fe9ebb,Fixed Voltage Regulation,02PEI-U2,1044501,UN-02,_1cc4b222-8e56-463c-94f3-445dcfb763f5,SynchronousMachine,_0e2b04e3-994f-4fc5-ac3a-133fc42f1f75,1044502,T1,_efd9b4f2-7699-4c3b-bb15-c1c327fe9ebb,Terminal
_30d6b32d-a5ab-4ed3-ac31-5d6a1c59ab09,Fixed Voltage Regulation,02PGC-U1,1044713,UN-01,_e0779ee0-5d7f-4435-a3a1-8d0b6a555f6e,SynchronousMachine,_f0153157-95db-468b-ab15-4edc51a25042,1044714,T1,_30d6b32d-a5ab-4ed3-ac31-5d6a1c59ab09,Terminal
_9eb1a5d4-5f30-49e5-90b9-a25da6277209,Fixed Voltage Regulation,02PGC-U2,1044715,UN-02,_e0779ee0-5d7f-4435-a3a1-8d0b6a555f6e,SynchronousMachine,_277d65e8-f0ad-43d6-8b55-9dc65a68d343,1044716,T1,_9eb1a5d4-5f30-49e5-90b9-a25da6277209,Terminal
_b3816232-0596-40e0-9a06-4a522da7c27a,Fixed Voltage Regulation,02PIE-PTA,1044946,UNPTA,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,,,,,
_8321c082-eec7-437d-88a8-1ddc16b39aed,Fixed Voltage Regulation,02PIE-U1,1044948,UN-01,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,_829ee6bd-014d-433c-9049-16979df6cec1,1044907,T1,_26c5c561-b118-45e9-ae6d-5cad378c36b9,Terminal
_fc3a5931-5ae4-4643-84db-3dcdbd61af36,Fixed Voltage Regulation,02PIE-U2,1044950,UN-02,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,_829ee6bd-014d-433c-9049-16979df6cec1,1044907,T1,_26c5c561-b118-45e9-ae6d-5cad378c36b9,Terminal
_26248983-bbe1-46c9-8114-70b68cd976d1,Fixed Voltage Regulation,02PIE-U3,1044952,UN-03,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,_829ee6bd-014d-433c-9049-16979df6cec1,1044907,T1,_26c5c561-b118-45e9-ae6d-5cad378c36b9,Terminal
_06ac91d1-6532-4b9b-9603-d968feead76d,Fixed Voltage Regulation,02PIE-U4,1044954,UN-04,_09c6c98e-1a80-4227-b912-0f71a1b85671,SynchronousMachine,_829ee6bd-014d-433c-9049-16979df6cec1,1044907,T1,_26c5c561-b118-45e9-ae6d-5cad378c36b9,Terminal
_fc396b37-5b30-42a2-a1d7-ffe7b9e1af00,Fixed Voltage Regulation,02PIV-PTA,1045164,UNPTA,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,,,,,
_29f49f59-c644-46eb-9942-fae7b621abf4,Fixed Voltage Regulation,02PIV-U10,1045166,UN-10,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,_0d4b9ffd-4e3c-437f-80fe-50632ba7032e,1045082,T1,_31781d5e-ec2a-4964-aff8-a702f7476661,Terminal
_324be2b3-01f2-4f44-8850-e768f517552c,Fixed Voltage Regulation,02PIV-U11,1045168,UN-11,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,_bcf8909c-68be-4444-8098-353344ec0a3b,1045084,T1,_831c51a9-cfaf-4fcc-854b-e6fbebd36023,Terminal
_0b899b7d-6bb9-4e2b-892f-3286c7ecddd2,Fixed Voltage Regulation,02PIV-U5,1045170,UN-05,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,_0d4b9ffd-4e3c-437f-80fe-50632ba7032e,1045082,T1,_31781d5e-ec2a-4964-aff8-a702f7476661,Terminal
_1737e94b-ad30-4c0c-b4a1-81b07f3154bd,Fixed Voltage Regulation,02PIV-U6,1045172,UN-06,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,_bcf8909c-68be-4444-8098-353344ec0a3b,1045084,T1,_831c51a9-cfaf-4fcc-854b-e6fbebd36023,Terminal
_f759cd9a-23fd-451e-9b9a-cb4ac9e99887,Fixed Voltage Regulation,02PIV-U7,1045174,UN-07,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,_bcf8909c-68be-4444-8098-353344ec0a3b,1045084,T1,_831c51a9-cfaf-4fcc-854b-e6fbebd36023,Terminal
_84214780-301b-45b2-99d0-0983c3c22d5b,Fixed Voltage Regulation,02PIV-U8,1045176,UN-08,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,_0d4b9ffd-4e3c-437f-80fe-50632ba7032e,1045082,T1,_31781d5e-ec2a-4964-aff8-a702f7476661,Terminal
_1412504a-e60e-4969-beb8-737027b1e584,Fixed Voltage Regulation,02PIV-U9,1045178,UN-09,_7223d3be-1e8d-463b-8425-cfb0590fde85,SynchronousMachine,_bcf8909c-68be-4444-8098-353344ec0a3b,1045084,T1,_831c51a9-cfaf-4fcc-854b-e6fbebd36023,Terminal
_e1586a18-5933-4dba-9f37-e875b2374db4,Fixed Voltage Regulation,02PQM-U1,1046053,UN-01,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,_5e637a72-63c2-4763-9e77-d3981d4c104f,1045973,T1,_8dc12c7e-76ea-4dcd-9f22-e3abea5eb984,Terminal
_9fa41785-f8a8-41e4-9648-0d66ffbbfe53,Fixed Voltage Regulation,02PQM-U2,1046055,UN-02,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,_5e637a72-63c2-4763-9e77-d3981d4c104f,1045973,T1,_8dc12c7e-76ea-4dcd-9f22-e3abea5eb984,Terminal
_9a854918-3ca4-4ab9-bae2-abedafa95161,Fixed Voltage Regulation,02PQM-U3,1046057,UN-03,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,_5e637a72-63c2-4763-9e77-d3981d4c104f,1045973,T1,_8dc12c7e-76ea-4dcd-9f22-e3abea5eb984,Terminal
_34eb2af4-8e04-483a-aea5-fa5d066c9812,Fixed Voltage Regulation,02PQM-U4,1046059,UN-04,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,_5e637a72-63c2-4763-9e77-d3981d4c104f,1045973,T1,_8dc12c7e-76ea-4dcd-9f22-e3abea5eb984,Terminal
_b2881b7b-fa11-4c0a-ab49-22f4e7379211,Fixed Voltage Regulation,02PQM-U5,1046061,UN-05,_45d0fa05-19e5-459b-9993-781dd2419acf,SynchronousMachine,_5e637a72-63c2-4763-9e77-d3981d4c104f,1045973,T1,_8dc12c7e-76ea-4dcd-9f22-e3abea5eb984,Terminal
_52edc012-c1e1-4400-be45-18422cca7d1c,Fixed Voltage Regulation,02PRI-PTA,1047171,UNPTA,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine,,,,,
_34ac6b7e-2508-4828-b990-7125f9312f9c,Fixed Voltage Regulation,02PRI-U1,1047173,UN-01,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine,_268259a9-ba74-445f-99aa-5c8f18459521,1047174,T1,_34ac6b7e-2508-4828-b990-7125f9312f9c,Terminal
_6c83e5de-5e49-4d0b-b096-b684d542f2cd,Fixed Voltage Regulation,02PRI-U2,1047175,UN-02,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine,_5b8ec961-b004-4859-b58e-932a58fbd901,1047176,T1,_6c83e5de-5e49-4d0b-b096-b684d542f2cd,Terminal
_aaecdf28-7461-4b36-8160-03246b7e993b,Fixed Voltage Regulation,02PRI-U3,1047177,UN-03,_8a704b8b-4354-431a-b118-3412d96f3ec4,SynchronousMachine,_af9b18a7-e000-4202-b980-05d61337b970,1047178,T1,_aaecdf28-7461-4b36-8160-03246b7e993b,Terminal
_234d2a80-e3c4-4ce3-aa7a-0439f295045e,Fixed Voltage Regulation,02PRI-U4,1047192,UN-04,_fd565679-43d9-459d-90ea-9d679c6df929,SynchronousMachine,_a3e3a484-0929-478c-823b-d1fee37e5f71,1047193,T1,_234d2a80-e3c4-4ce3-aa7a-0439f295045e,Terminal
_06caef3f-c64a-400d-b5b0-54c5f2a6e985,Fixed Voltage Regulation,02PZM-U1,1048050,UN-01,_5a7b56ba-e9ab-40f2-9881-0e1cddace536,SynchronousMachine,_4df963b7-66b7-4160-acd2-65c8b722a12f,1048051,T1,_06caef3f-c64a-400d-b5b0-54c5f2a6e985,Terminal
_508af5ca-e70f-4a07-9812-8292b423d207,Fixed Voltage Regulation,02SBM-U1,1048537,UN-01,_82a5cd2e-a0fa-42c8-8258-4421ffb58c37,SynchronousMachine,_2e8dbd00-1866-4898-b448-2e5cd75496be,1048538,T1,_508af5ca-e70f-4a07-9812-8292b423d207,Terminal
_22757b37-c618-4827-a1cc-4cf901cf0e01,Fixed Voltage Regulation,02SDN-U1,1048759,UN-01,_c42cf380-e1ac-41a9-858a-81415985c25f,SynchronousMachine,_37636831-fb43-4fbd-96f1-8c0a5ff38fc7,1048741,T1,_51acdfac-e74a-42bc-b699-be9da85e4b7b,Terminal
_c370aebe-e54a-4f2c-a9b5-867ad952e45a,Fixed Voltage Regulation,02SDN-U2,1048761,UN-02,_c42cf380-e1ac-41a9-858a-81415985c25f,SynchronousMachine,_37636831-fb43-4fbd-96f1-8c0a5ff38fc7,1048741,T1,_51acdfac-e74a-42bc-b699-be9da85e4b7b,Terminal
_152b9a0b-13b7-4ee9-bb7f-c42cd070f8a5,Fixed Voltage Regulation,02SES-U1,1048832,UN-01,_15a563d7-4b05-4830-9241-b4eef2ca923f,SynchronousMachine,_18fd522a-f621-407d-95a4-0115dcf95598,1048833,T1,_152b9a0b-13b7-4ee9-bb7f-c42cd070f8a5,Terminal
_d90dd423-0551-496c-8af1-6b5b32099a1f,Fixed Voltage Regulation,02SKY-U1,1049026,UN-01,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,_17ba0cc7-0d85-4fb3-b650-ae68a0ad17f5,1048990,T1,_60f712d6-69fb-4115-98a8-66a36a2d89d3,Terminal
_50b11e53-1d89-4322-b4f4-192e181e008c,Fixed Voltage Regulation,02SKY-U2,1049028,UN-02,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,_17ba0cc7-0d85-4fb3-b650-ae68a0ad17f5,1048990,T1,_60f712d6-69fb-4115-98a8-66a36a2d89d3,Terminal
_3e8493ec-cf03-48e6-9b0d-74b07d98d69a,Fixed Voltage Regulation,02SKY-U3,1049030,UN-03,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,_17ba0cc7-0d85-4fb3-b650-ae68a0ad17f5,1048990,T1,_60f712d6-69fb-4115-98a8-66a36a2d89d3,Terminal
_0b58abb8-5db7-4111-bd63-cca94e04ce94,Fixed Voltage Regulation,02SKY-U4,1049032,UN-04,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,_17ba0cc7-0d85-4fb3-b650-ae68a0ad17f5,1048990,T1,_60f712d6-69fb-4115-98a8-66a36a2d89d3,Terminal
_6da11113-ca6a-4c77-8ffc-8a24b8dceb01,Fixed Voltage Regulation,02SKY-U5,1049034,UN-05,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,_17ba0cc7-0d85-4fb3-b650-ae68a0ad17f5,1048990,T1,_60f712d6-69fb-4115-98a8-66a36a2d89d3,Terminal
_d3a8030a-22fa-4d35-8b9b-185cff781e4b,Fixed Voltage Regulation,02SKY-U6,1049036,UN-06,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,_17ba0cc7-0d85-4fb3-b650-ae68a0ad17f5,1048990,T1,_60f712d6-69fb-4115-98a8-66a36a2d89d3,Terminal
_8df17b70-c60d-474a-9536-1bc8a15f9a11,Fixed Voltage Regulation,02SKY-U7,1049038,UN-07,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,_17ba0cc7-0d85-4fb3-b650-ae68a0ad17f5,1048990,T1,_60f712d6-69fb-4115-98a8-66a36a2d89d3,Terminal
_2718687b-639c-4221-aed3-b37649d61139,Fixed Voltage Regulation,02SKY-U8,1049040,UN-08,_3b458c76-9c9f-4b61-81ec-f62fd834b4d3,SynchronousMachine,_17ba0cc7-0d85-4fb3-b650-ae68a0ad17f5,1048990,T1,_60f712d6-69fb-4115-98a8-66a36a2d89d3,Terminal
_908a9e6a-7072-4746-a2e1-cc73b9afd038,Fixed Voltage Regulation,02SUD-U1,1049498,UN-01,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine,_1c152e66-82f7-4fe1-94c1-51af3a5fa901,1049428,T1,_539a2edc-a6f5-4276-9d19-f1a09b4c5ef2,Terminal
_62469b13-d251-4f60-a3e8-7f588bcf636c,Fixed Voltage Regulation,02SUD-U2,1049500,UN-02,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine,_1c152e66-82f7-4fe1-94c1-51af3a5fa901,1049428,T1,_539a2edc-a6f5-4276-9d19-f1a09b4c5ef2,Terminal
_ad46c890-7c58-49a6-9469-bd3d10b758c8,Fixed Voltage Regulation,02SUD-U3,1049502,UN-03,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine,_1c152e66-82f7-4fe1-94c1-51af3a5fa901,1049428,T1,_539a2edc-a6f5-4276-9d19-f1a09b4c5ef2,Terminal
_dbb1457d-3ca1-4258-a9e7-54d24141930f,Fixed Voltage Regulation,02SUD-U4,1049504,UN-04,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine,_1c152e66-82f7-4fe1-94c1-51af3a5fa901,1049428,T1,_539a2edc-a6f5-4276-9d19-f1a09b4c5ef2,Terminal
_d4094a54-dc91-449e-aaf9-d5ac069691d9,Fixed Voltage Regulation,02SUD-U5,1049506,UN-05,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine,_1c152e66-82f7-4fe1-94c1-51af3a5fa901,1049428,T1,_539a2edc-a6f5-4276-9d19-f1a09b4c5ef2,Terminal
_669d0319-2c65-415f-8d55-f96243723047,Fixed Voltage Regulation,02SUD-U6,1049508,UN-06,_80e032e7-18d9-4456-bb22-c709add39dce,SynchronousMachine,_1c152e66-82f7-4fe1-94c1-51af3a5fa901,1049428,T1,_539a2edc-a6f5-4276-9d19-f1a09b4c5ef2,Terminal
_6774f77a-5e87-4ac5-9681-233a8ea9edbf,Fixed Voltage Regulation,02SXO-PTA,1049763,UNPTA,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine,,,,,
_5f610c4f-3c35-4b52-8e95-12a41a1f3f61,Fixed Voltage Regulation,02SXO-U1,1049765,UN-01,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine,_43bc2e13-4a3e-47c5-a0be-cdeddc5c3a86,1049726,T1,_1a5b5851-a2ee-448d-b1bf-61df52dad8ca,Terminal
_59708a2b-4607-469e-b350-f0dc6115af59,Fixed Voltage Regulation,02SXO-U2,1049767,UN-02,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine,_43bc2e13-4a3e-47c5-a0be-cdeddc5c3a86,1049726,T1,_1a5b5851-a2ee-448d-b1bf-61df52dad8ca,Terminal
_704a4b97-fb97-4546-b070-3f03c0ee7868,Fixed Voltage Regulation,02SXO-U3,1049769,UN-03,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine,_43bc2e13-4a3e-47c5-a0be-cdeddc5c3a86,1049726,T1,_1a5b5851-a2ee-448d-b1bf-61df52dad8ca,Terminal
_bfb5a878-d5e5-43a8-a6f8-173467052006,Fixed Voltage Regulation,02SXO-U4,1049771,UN-04,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine,_43bc2e13-4a3e-47c5-a0be-cdeddc5c3a86,1049726,T1,_1a5b5851-a2ee-448d-b1bf-61df52dad8ca,Terminal
_6562ca90-a016-4dcc-a416-a3fc62d88959,Fixed Voltage Regulation,02SXO-U5,1049773,UN-05,_5f471491-e97c-49ba-b8ab-682e1eae5486,SynchronousMachine,_43bc2e13-4a3e-47c5-a0be-cdeddc5c3a86,1049726,T1,_1a5b5851-a2ee-448d-b1bf-61df52dad8ca,Terminal
_2a9fbcc5-cf9f-4d7c-a504-f05ca9958d0e,Fixed Voltage Regulation,02TUV-U1,1053416,UN-01,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine,_31e0d853-28cc-4cdf-bf54-f8a630df0dca,1053417,T1,_2a9fbcc5-cf9f-4d7c-a504-f05ca9958d0e,Terminal
_38bff9f3-e3e9-425f-ae1b-507ed30be92d,Fixed Voltage Regulation,02TUV-U2,1053418,UN-02,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine,_aab77410-c5d1-41f4-8820-4b3cc08ff8c1,1053419,T1,_38bff9f3-e3e9-425f-ae1b-507ed30be92d,Terminal
_530ac06e-2bb6-43d5-b3be-4a6fd18a5bfb,Fixed Voltage Regulation,02TUV-U3,1053420,UN-03,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine,_0271ee64-4cbd-4450-b059-7690dc222a31,1053421,T1,_530ac06e-2bb6-43d5-b3be-4a6fd18a5bfb,Terminal
_ce671007-d0b1-41a5-8336-693f87e86a79,Fixed Voltage Regulation,02TUV-U5,1053422,UN-05,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine,_9177703f-8069-4123-8a6a-41a752e78dda,1053423,T1,_ce671007-d0b1-41a5-8336-693f87e86a79,Terminal
_058ada20-5992-42fd-b3b7-24a81e9f1ea7,Fixed Voltage Regulation,02TUV-U6,1053424,UN-06,_8f9f5880-dcf5-47ec-8ad8-f206e6b62bed,SynchronousMachine,_ad34446a-d4aa-4c43-aa87-5d241f6e194f,1053425,T1,_058ada20-5992-42fd-b3b7-24a81e9f1ea7,Terminal
_8737e496-d39b-4e5b-8a7e-aa9a67b31e9a,Fixed Voltage Regulation,02CGJ-U1,1057031,UN-01,_f1192bf0-a204-4f49-a0e9-1d1abf1c79fa,SynchronousMachine,_1402a767-fc9e-4571-a77f-2eca578f99ba,1057032,T1,_8737e496-d39b-4e5b-8a7e-aa9a67b31e9a,Terminal
