"ShuntCompensator:
ID","ShuntCompensator:
VoltageControlFlag","ShuntCompensator:
InternalId","ShuntCompensator:
Name","ShuntCompensator:
Parent","ShuntCompensator:
ObjectType","ShuntCompensator:
RegulatingCondEqRegulatesTerminal:
Terminal:
ID","Terminal:
InternalId","Terminal:
Name","Terminal:
Parent","Terminal:
ObjectType"
_60a97590-3980-4d73-8fa8-c4502be21b31,true,1442035,CP-04,_803fcb21-98ef-4261-99ca-e8d1c5a92853,ShuntCompensator,_1ec05474-64aa-47db-9162-e706271d399e,1441938,T1,_53f3456e-cd52-470f-b576-5eb441ef1810,Terminal
_69089c39-c4e8-42a4-8631-61e0ac2eec0d,true,1442207,CP-05,_f3f166fb-6f96-4842-b5c9-45eb92799ba3,ShuntCompensator,_9587c117-2997-4379-bf14-9e0cba7ef90c,1442112,T1,_4b995122-54ef-497a-81da-474fe5fce4de,Terminal
_a2d38239-4ce5-4c7b-9e87-139c375af9b3,true,1442209,CP-02,_f3f166fb-6f96-4842-b5c9-45eb92799ba3,ShuntCompensator,_9587c117-2997-4379-bf14-9e0cba7ef90c,1442112,T1,_4b995122-54ef-497a-81da-474fe5fce4de,Terminal
_a804edbf-07d6-475d-9d87-4688469103dd,true,1442211,CP-06,_f3f166fb-6f96-4842-b5c9-45eb92799ba3,ShuntCompensator,_1b16dfde-3117-4696-a693-18a761016d69,1442114,T1,_7b894933-31a1-42a3-add8-c9488c8671fd,Terminal
_7bfcc8e2-15df-49b5-a3ec-76a558b8205d,false,1445027,CP-01,_f2d47807-9de7-4317-b607-49acac2deb19,ShuntCompensator,_eff2b831-5c8d-4bf5-bbac-65cc86498e27,1444994,T1,_46dec4b0-db80-4fb5-95b3-0e1221bc9a59,Terminal
_4da34535-4d87-4252-9ce5-76ab38a8b8fb,false,1449164,RE-03,_be4d252d-6b7f-488d-ab8f-0b553dc2e025,ShuntCompensator,_0af9ee7b-291f-412e-839b-0bed2dac0ee0,1448955,T1,_870604e9-9f8a-4148-8e63-5c19d105306b,Terminal
_3a8be7f2-6187-4c12-a448-9afc282a698e,false,1449176,RE-01,_ce93cb28-3b7c-47b9-b730-e531ab130b80,ShuntCompensator,_408d5abf-fb0a-4799-b8e1-d93d3094dbdf,1448776,T1,_69d64fd7-f804-4745-810c-d6a0d88c0303,Terminal
_8d59dc57-f6a6-4ed0-8f06-dac0b90f4d9b,false,1449925,RE-01,_080c2393-a320-4b91-b70a-a356f6406520,ShuntCompensator,_84aba4f7-adba-4f10-abc8-c271f48f6d04,1449603,T1,_60698816-c45a-4041-ab8b-0205cab6cc4d,Terminal
_c507ccbe-fdb6-4bf9-b30e-6200d8c09da1,false,1449927,RE-02,_080c2393-a320-4b91-b70a-a356f6406520,ShuntCompensator,_84aba4f7-adba-4f10-abc8-c271f48f6d04,1449603,T1,_60698816-c45a-4041-ab8b-0205cab6cc4d,Terminal
_43549525-f52b-44ac-ae13-976878a558f1,false,1451025,CP-01,_0231c11e-7e1a-4d56-a101-be30e7bd63f7,ShuntCompensator,,,,,
_86ff0fa9-90ad-46c7-adca-f1c0564c1336,false,1451583,CP-01,_2958f12d-7ca4-402d-8914-9f0a879de1e8,ShuntCompensator,_8c54358a-5e6b-4727-80b3-f4341c8d7700,1451475,T1,_3e4ff562-29a8-40b5-8186-f5c61de6e302,Terminal
_f6f5fd6c-10fc-4310-846c-665400d4b4c4,false,1452932,RE-02,_ef608c19-b123-412e-9320-fc86268fe03a,ShuntCompensator,_e4067d03-3c63-413b-abf0-752e7c21e519,1452723,T1,_c7c5a027-fb89-45cf-8b0d-5957322fc67d,Terminal
_9a869466-c620-4e49-896b-20970a857d23,false,1452934,RE-03,_ef608c19-b123-412e-9320-fc86268fe03a,ShuntCompensator,_e4067d03-3c63-413b-abf0-752e7c21e519,1452723,T1,_c7c5a027-fb89-45cf-8b0d-5957322fc67d,Terminal
_c0bee3ad-cdea-493e-b132-5be64b1bc200,false,1452953,RE-01,_69f35fb3-b2a2-4c86-9aff-0ba7cf6c7ab3,ShuntCompensator,_f8a7dcfb-c146-4106-a468-e6dcca7faadd,1452559,T1,_196e83cd-3c80-4e3c-9bef-0e01f0479cfc,Terminal
_44818fdf-f5b5-495e-8fc7-bbd56d8d3c54,false,1453538,RE-10,_7fe25f57-fe17-40e1-bd81-a560e0e37ac0,ShuntCompensator,_d7469931-58a9-42af-8000-0ae1ef2878dc,1453283,T1,_df6b911f-f2bb-40f7-9d31-f6353219318b,Terminal
_3dff67da-3f8b-4dd8-b018-6e96a948ddb1,false,1456836,RE-01,_2b9a2232-be86-4f5d-95bd-9546d59bdcc2,ShuntCompensator,_85b2b7da-ba5a-4033-9a05-5eecef23074d,1456585,T1,_b615ceb6-a88a-4a61-8b72-6cf6af9b355c,Terminal
_24e96065-5973-4eaf-b829-30b242f149ba,false,1456838,RE-02,_2b9a2232-be86-4f5d-95bd-9546d59bdcc2,ShuntCompensator,_85b2b7da-ba5a-4033-9a05-5eecef23074d,1456585,T1,_b615ceb6-a88a-4a61-8b72-6cf6af9b355c,Terminal
_1cf5b378-875a-48b3-826b-b5e6699a2264,false,1457442,CP-01,_f866401d-f126-4050-a0bc-319c2d59cc5a,ShuntCompensator,,,,,
_2a3a48b3-8854-4e86-a1f7-32571bebe7ee,false,1457564,RE-01,_8afe84fe-693e-4ab8-9d55-e743fbbbd08f,ShuntCompensator,_3ce18120-b9dc-4500-8be9-355156276380,1457316,T1,_48e5b7bf-d3e0-46c6-aca2-a453d14c9a41,Terminal
_c840119d-f8b6-41aa-a7ce-68e345779b15,false,1458035,CP-01,_c454cd10-fbe5-4c58-98e9-7c7cc4787212,ShuntCompensator,,,,,
_346e473a-0738-4713-bd87-7228a79aea92,false,1458469,RE-03,_655b9f91-3048-47cc-88c0-2930462344e8,ShuntCompensator,,,,,
_9868fa0a-e080-4588-a57b-037a22a3d0a3,false,1458471,RE-04,_655b9f91-3048-47cc-88c0-2930462344e8,ShuntCompensator,,,,,
_761b71f1-c47c-4718-8bdd-20a0f036ce17,false,1458530,RE-01,_c73a1192-b5f5-4661-b64c-fc9c77fef8a6,ShuntCompensator,_ef019c48-ad9b-44df-a3cc-6bea166d730d,1457825,T1,_c77e8e26-29b6-49b9-9426-1e0e97c8bf0b,Terminal
_c1875f17-1d85-4025-872d-1580cf296671,false,1460371,RE-01,_ca882b86-2584-49d4-a913-8a88a1584d8d,ShuntCompensator,_05ecbe3e-882e-42f6-bd00-d4dc5899857a,1460221,T1,_d2897d63-0037-4c53-9052-cef422cf0584,Terminal
_45cfaccc-aeae-41c2-b6b9-e82f342324e2,false,1460922,RE-01,_0b732da0-10af-4815-be86-4c47bf9a31cf,ShuntCompensator,_ea639c6a-bd06-4a91-b0f0-80ec75ba3d53,1460643,T1,_ad07bb7f-f21c-4daf-a4ad-480139e25300,Terminal
_46d1480c-f8cc-46a7-b139-0930d2c4f2ee,false,1461483,RE-01,_989e15c7-72c1-408e-a923-d1b2f4a21fc4,ShuntCompensator,_83ecd473-5d5f-4c05-a9c2-cfa577c4a455,1461212,T1,_16057d7c-e26b-4b92-8aae-fff9871e4d2e,Terminal
_a9fbbe37-8fd8-4474-8d52-1f2f64fd1236,false,1468777,CP-01,_da37869c-ee6c-48ed-a213-87609be668ce,ShuntCompensator,_21876ede-5017-489b-a2e4-98c827fdb78a,1468606,T1,_0aa27e6e-2f3b-4197-9e2c-d3835ab5ce75,Terminal
_fca94042-a744-4cd9-a7b8-4d9e18983975,false,1468978,RE-01,_4260f064-7203-4b09-8598-02f58687655a,ShuntCompensator,_21876ede-5017-489b-a2e4-98c827fdb78a,1468606,T1,_0aa27e6e-2f3b-4197-9e2c-d3835ab5ce75,Terminal
_9e04ca4d-3105-471f-8220-8035c0508feb,false,1471156,RE-01,_00a5c9a3-05cb-44a9-a4ff-1a6be3002611,ShuntCompensator,,,,,
_126e4dd9-6f60-4695-968f-8a3367a31291,false,1471158,RE-02,_00a5c9a3-05cb-44a9-a4ff-1a6be3002611,ShuntCompensator,,,,,
_967bf620-0fb2-4a9a-a3f3-28fe608edd12,false,1471194,RE-03,_584b98a8-6b6c-4bb6-971f-9e9e0995d6de,ShuntCompensator,_36a4408e-3f8c-40bc-b806-23cbccf70f3b,1470651,T1,_76c4ec2f-1f33-49cf-a09a-10ef49cdc39b,Terminal
_5101f3fd-959b-4110-aae4-0db759279381,false,1472096,CP-01,_263bb711-7671-44fa-a74c-595dc00beda8,ShuntCompensator,_5f930fb8-8b1b-4187-9170-d11cd1ef157f,1471913,T1,_800e5fa1-d752-4355-b784-692d0c68656a,Terminal
_f0912d4d-9a17-4ca5-8726-1280ceeb1981,false,1473726,CP-01,_5eab051d-2492-4148-8d77-9ffa74d81bac,ShuntCompensator,,,,,
_77a58ec6-2348-4d81-973e-6c822698ab9d,false,1473963,RE-01,_0a64682d-f595-4d4f-ad4a-601a3545c861,ShuntCompensator,,,,,
_577e9c8c-9591-438a-9164-a370dfe1fc5c,false,1474117,RE-03,_c97d6a2d-f0e5-463c-8a10-3c2255ee0649,ShuntCompensator,,,,,
_3eeff055-d980-40bf-8f3b-dc9e71eb244a,false,1474119,RE-04,_c97d6a2d-f0e5-463c-8a10-3c2255ee0649,ShuntCompensator,,,,,
_cb252686-3d71-4fdc-89da-9d0aac66a9f9,false,1474132,CE-01,_48b83084-2487-4fef-922a-718875fc72b2,ShuntCompensator,,,,,
_7a8ba64e-fab3-486a-8ac3-905696525d38,false,1499648,CP-01,_266c3b52-df2a-4c19-a951-552b1a3b61a6,ShuntCompensator,,,,,
_a2e7ff40-f7e6-4295-a1b9-018eb3d6cb77,false,1499806,RE-01,_e46adb0e-2909-4d07-83b3-69e9288df866,ShuntCompensator,_3c236983-2352-49c2-a234-34f6795535c2,1499526,T1,_367e527d-0630-4817-b71e-c985066fba8e,Terminal
_8f731940-c485-4d55-9b05-fd1c930e7f9f,false,1500951,RE-01,_3926c018-62b7-454e-8b9c-950b58eec928,ShuntCompensator,_b12828de-7a13-4e3d-8219-da00cf3215ad,1500634,T1,_4f2a61f3-0ff2-44fd-90f2-3bd105e2fc2d,Terminal
_045f4258-3e32-47d9-9708-16c83a3bdb74,false,1500953,RE-02,_3926c018-62b7-454e-8b9c-950b58eec928,ShuntCompensator,_b12828de-7a13-4e3d-8219-da00cf3215ad,1500634,T1,_4f2a61f3-0ff2-44fd-90f2-3bd105e2fc2d,Terminal
_c35de222-bbdc-42ce-a71c-e25a4f60a14f,false,1502068,CP-01,_c875a58f-6201-4ace-b187-f93f824310d6,ShuntCompensator,,,,,
_6ad7b757-788a-488f-b81a-ec2f7e817650,false,1504436,CP-01,_b4817960-8d4f-47c6-aa8e-891667db4954,ShuntCompensator,,,,,
_5992f6f3-f39e-45c2-b715-b76a167fa366,false,1504672,CE-01,_8633e4af-2694-45b8-9998-70539360fece,ShuntCompensator,,,,,
_c9ff2f6f-7b47-4612-b35e-98d4e98ec7d6,false,1504674,RE-01,_8633e4af-2694-45b8-9998-70539360fece,ShuntCompensator,,,,,
_b905a45a-0208-4d21-ad4c-3e5f237d77a9,false,1504676,RE-02,_8633e4af-2694-45b8-9998-70539360fece,ShuntCompensator,,,,,
_2c340d94-83b8-4642-9b55-12792d8160aa,false,1505712,CP-01,_42895caa-428f-4880-9af7-0bf73806a6cd,ShuntCompensator,_1e1ac20d-865a-40c7-b50c-d1952de7bcff,1505541,T1,_beff5d9f-2c8d-4528-b9f3-e8cb12d7b05c,Terminal
_3def0179-35fd-42a0-858b-7c4e9e09a13a,false,1505898,RE-01,_7cdcb6fc-1a93-4121-8c35-0239728df259,ShuntCompensator,_1e1ac20d-865a-40c7-b50c-d1952de7bcff,1505541,T1,_beff5d9f-2c8d-4528-b9f3-e8cb12d7b05c,Terminal
_94caea54-5eef-48e9-a384-e0647b31ccb3,false,1505900,RE-02,_7cdcb6fc-1a93-4121-8c35-0239728df259,ShuntCompensator,_1e1ac20d-865a-40c7-b50c-d1952de7bcff,1505541,T1,_beff5d9f-2c8d-4528-b9f3-e8cb12d7b05c,Terminal
_5093f972-30db-4b8f-a25d-ea5d0597d334,false,1506701,CP-01,_a41efdc6-dc8e-4848-a23b-ffe40c6ce144,ShuntCompensator,_ba742816-4747-4e3a-811b-daedfc5db624,1506533,T1,_929962be-c0c3-4e4c-9ff1-adc4172ddcaa,Terminal
_8f999b1d-0bb4-4b16-abaf-84a345690914,false,1506908,RE-01,_6c7e1be0-c805-49ac-8db3-00b987329f1e,ShuntCompensator,_ba742816-4747-4e3a-811b-daedfc5db624,1506533,T1,_929962be-c0c3-4e4c-9ff1-adc4172ddcaa,Terminal
_8bcf0bbb-ee09-484a-b598-abdd87883150,false,1508076,RE-01,_fc887667-25bf-4265-b21b-85ec7dc8cbad,ShuntCompensator,,,,,
_d6713a2f-92af-43a2-a00f-75aa99913a5d,false,1508078,RE-02,_fc887667-25bf-4265-b21b-85ec7dc8cbad,ShuntCompensator,,,,,
_cb2489cd-2590-4dd0-bca8-8c7d270c6327,false,1509352,RE-01,_2ab98bd5-afcd-4d35-9c33-7b6985c49742,ShuntCompensator,,,,,
_8fa60f30-aeb3-4f56-8795-0694fcdd47b2,false,1509354,RE-02,_2ab98bd5-afcd-4d35-9c33-7b6985c49742,ShuntCompensator,,,,,
_30c2d3d7-1713-4aed-bf5d-f038fa8dd052,false,1536650,CP-01,_f0cb0094-707d-4d1c-9954-751974caa215,ShuntCompensator,_1dd716e7-fd5b-4bb6-9ddc-df187d1c9d88,1536538,T1,_b9de5989-8662-4b12-8a83-4af7b192757d,Terminal
_eaa93289-81be-41f3-a959-ab99d9eaf83f,false,1537027,CP-01,_52f5b6ac-9942-47b6-8be4-0d8400fee329,ShuntCompensator,_ffc92c03-4110-4e7c-88b3-d25dede25f05,1536951,T1,_f70fd5e2-d878-4b00-8f3b-6d9303e14faf,Terminal
_871b19af-d2f7-4605-a0bc-7468690d8eae,false,1537113,RE-01,_077bca64-f263-43fd-adac-f27e5bbb9192,ShuntCompensator,_ffc92c03-4110-4e7c-88b3-d25dede25f05,1536951,T1,_f70fd5e2-d878-4b00-8f3b-6d9303e14faf,Terminal
_eeedecfd-5694-433d-aea5-491276788886,false,1537557,RE-01,_3fad9393-dcd1-4718-a273-fd53f17402ca,ShuntCompensator,_ba3c7cae-d818-4d7e-8bf0-d766548669c8,1537289,T1,_0815bbd5-7ae5-4f20-a2cd-f3add01a72fb,Terminal
_f35ef192-751e-49f0-89d2-c9890bf68365,false,1537559,RE-02,_3fad9393-dcd1-4718-a273-fd53f17402ca,ShuntCompensator,_ba3c7cae-d818-4d7e-8bf0-d766548669c8,1537289,T1,_0815bbd5-7ae5-4f20-a2cd-f3add01a72fb,Terminal
_ebf31636-4ef6-4749-8bc1-b7a23158c11b,false,1537785,RE-01,_92de375c-c0eb-4089-9162-8e6865255078,ShuntCompensator,_9a5f1728-33af-4277-a1db-95dc0b9d3b5e,1537702,T1,_45351888-8c67-4e28-9ee6-0465745872ee,Terminal
_4fc191ed-1402-4f20-92bc-31c2a9d0f035,false,1537974,CP-01,_497c4cea-77a8-443b-85df-3bd4ef20ef8d,ShuntCompensator,_02f71fb1-5e81-482d-81ae-ac93d70a0178,1537868,T1,_2980ecae-6b4d-4e19-bbbc-8477313669b1,Terminal
_626fbe3c-6357-4d74-a20c-925c99e8f22b,false,1538195,RE-02,_1becd362-03f5-4cbb-848a-918d65ba9d4c,ShuntCompensator,_4646ca82-3138-4141-8b29-d2272e61e69b,1538023,T1,_f789b778-7f19-4abc-b3e7-0fbd20572625,Terminal
_71c2b806-209f-4ad7-b3e8-cc31ac194207,false,1538205,CP-02,_e7536f87-705c-4114-8bc0-f118ebc3a030,ShuntCompensator,,,,,
_3a129a7c-c7bd-40d5-accd-9dc9dafce552,false,1538224,RE-01,_8d5b4ce9-0ff5-4002-adae-cf5bf602bdaa,ShuntCompensator,_02f71fb1-5e81-482d-81ae-ac93d70a0178,1537868,T1,_2980ecae-6b4d-4e19-bbbc-8477313669b1,Terminal
_db5c4cbd-9753-4a30-8e36-62d61b156195,false,1538560,CP-01,_e0eab35b-98a7-4bf1-8df6-dc4a119b5017,ShuntCompensator,_250effd6-fc05-47b9-b3f6-a0df5f581384,1538425,T1,_e8a972be-852c-462f-bd3d-cb2c13a9a41d,Terminal
_82ff8570-9fe1-42ea-8755-2bd2353f826f,false,1538760,RE-01,_abeaf882-5d83-4ab3-a139-7acfc4f55bc0,ShuntCompensator,_250effd6-fc05-47b9-b3f6-a0df5f581384,1538425,T1,_e8a972be-852c-462f-bd3d-cb2c13a9a41d,Terminal
_3fd9f83f-672f-4563-a81b-c5d49b297d5d,false,1538762,RE-02,_abeaf882-5d83-4ab3-a139-7acfc4f55bc0,ShuntCompensator,_250effd6-fc05-47b9-b3f6-a0df5f581384,1538425,T1,_e8a972be-852c-462f-bd3d-cb2c13a9a41d,Terminal
_9fe4c2d6-daf8-4794-8574-f413e93fe897,false,1539481,RE-01,_5fbee187-d693-415f-8610-d0959f6f6c6f,ShuntCompensator,_e73e5728-a023-4348-bf25-f24951302f99,1539355,T1,_80fb6eeb-ee45-4213-a2f9-3f329b9e555d,Terminal
_59129271-77c3-40b1-9de4-628e8993c290,true,1539636,CP-01,_8cbf7f7f-995d-44bf-bfa6-8310be75da8b,ShuntCompensator,_7d104ab1-35df-4da1-a8fb-fc75c0df2b5a,1539568,T1,_4b22c687-bbf4-4499-a7fb-c54c23edf2e9,Terminal
_29b73750-c248-478c-9e72-6392b4c13a3b,false,1541086,CP-01,_971c7ecd-b29f-476a-9b44-9e0d312d996e,ShuntCompensator,,,,,
_88902650-4730-4684-a2b0-449692ac174d,true,1541886,CP-01,_c9883090-0a57-446a-bb60-3feae6f58e0b,ShuntCompensator,_1e58ad87-109c-4b8f-ad32-8a9bbef2f8d1,1541835,T1,_bd40d93d-d284-4d95-a9f2-7ee7e1e2f87c,Terminal
_6e84aaeb-1bd3-45a9-835f-b68dac3f7f56,true,1541888,CP-02,_c9883090-0a57-446a-bb60-3feae6f58e0b,ShuntCompensator,_1e58ad87-109c-4b8f-ad32-8a9bbef2f8d1,1541835,T1,_bd40d93d-d284-4d95-a9f2-7ee7e1e2f87c,Terminal
_d4d4ec84-3152-4f38-bb1e-08b079469b36,true,1542794,CP-01,_07f4b061-f330-4f90-b691-72f99ca8a843,ShuntCompensator,_0ded917f-c72b-478a-9069-9db8dc8adad6,1542743,T1,_91f7c262-0bcb-4ef2-b9ee-a7beb7db2e94,Terminal
_fd6ddf93-a925-47bb-9330-7b425c74582d,false,1544287,RE-01,_72ee2ccf-c803-4401-89da-9285b9cf871c,ShuntCompensator,,,,,
_b24012c6-2a13-4d44-b7ca-ac56a799a7e5,false,1544289,RE-02,_72ee2ccf-c803-4401-89da-9285b9cf871c,ShuntCompensator,,,,,
_c630dda0-d07a-4177-bb35-85d5d4035dca,false,1544701,CP-01,_a7503918-a5b2-4e14-a09c-8f8ea6b98835,ShuntCompensator,,,,,
_847c670e-0403-4f31-b392-7df940c5cdc0,true,1545600,CP-01,_7555b8ab-aee1-4d5c-9b59-99d74c3fdd51,ShuntCompensator,_2db4e8e1-aab5-4d6b-a5d3-cb55d5c9470c,1545548,T1,_7fb57da0-8d8f-4798-87bb-6c2f296d9a38,Terminal
_4f34c548-2d45-4299-82bc-d1a9af06ae61,false,1545666,CP-02,_355235ef-a244-4752-9efb-ef479bf08dd6,ShuntCompensator,,,,,
_a69341c9-3934-45c5-a068-33f6422cecfc,false,1546505,CP-01,_1d9c5b59-a26d-493c-8df2-01916a089509,ShuntCompensator,,,,,
_e583ff03-3a82-4f6a-ad3c-5287c53ccd9d,false,1547358,CP-01,_02e459d8-bc8c-4af4-9d3c-6694eb406e43,ShuntCompensator,,,,,
_248f8b26-badf-4554-a6ba-03d483c6c0ad,false,1547360,CP-02,_02e459d8-bc8c-4af4-9d3c-6694eb406e43,ShuntCompensator,,,,,
_511e3030-f251-409e-8ecc-17afd5a06709,false,1549062,CP-01,_8a12a889-6d2d-4f76-b3e7-64cd8a724549,ShuntCompensator,,,,,
_54926e47-96f9-4799-8da1-4c90d874e21a,false,1549064,CP-02,_8a12a889-6d2d-4f76-b3e7-64cd8a724549,ShuntCompensator,,,,,
_5b195874-37df-45fd-9558-4dfaf029022c,false,1549066,CP-03,_8a12a889-6d2d-4f76-b3e7-64cd8a724549,ShuntCompensator,,,,,
_b21da113-8bde-4a92-a791-9251219a0efb,true,1550426,CP-01,_88455708-d592-4dbe-90b0-848acab5e2a1,ShuntCompensator,_0dc2f00a-2301-481d-8692-b7957f24d022,1550389,T1,_d6bea0c3-7091-41fc-b5b8-9d9f8323c2ce,Terminal
_864c02b7-7f72-46f2-b2c3-c8dcdd5c3b56,false,1552650,CP-01,_f135511e-f2a1-471b-a0c8-2e1eeb4a1719,ShuntCompensator,,,,,
_2bef6695-519c-4c23-a235-cf17e92529e3,false,1553649,CP-01,_bd517456-5fd0-4714-b88d-8b9102c7e082,ShuntCompensator,,,,,
_010e92a5-d488-4b8a-aab2-e5fcdf704a40,false,1553651,CP-02,_bd517456-5fd0-4714-b88d-8b9102c7e082,ShuntCompensator,,,,,
_272e0d55-77d5-4086-861b-88740cec5811,false,1554970,CP-06,_ebc42ca7-c35d-4cbd-b1dd-c8c29ae575c3,ShuntCompensator,,,,,
_4d937a0d-132f-4b5d-a75e-5ab34b59427f,true,1556008,CP-01,_823adfbf-fd8f-4eb3-af4d-c2ea74ebd050,ShuntCompensator,_01c8fb74-de47-4d0c-9e73-5d3c31140f8f,1555983,T1,_8d5895f4-a3b8-41f5-8c5e-9ede84fb356c,Terminal
_854ad31b-7090-4365-98a4-363662343058,false,1556075,CP-01,_711d0fda-067d-45a6-b097-9ba87a704afb,ShuntCompensator,,,,,
_9f83a8fb-52f9-4e2a-bf1b-5e950117beaa,false,1556077,CP-02,_711d0fda-067d-45a6-b097-9ba87a704afb,ShuntCompensator,,,,,
_724d9c12-a424-4e7d-be70-d5ddcc3f7d18,false,1557705,CP-01,_fb905ef1-b8d6-4517-ac42-f33a851bc6f6,ShuntCompensator,,,,,
_e829c1aa-5182-4184-a078-f885ad9defa9,true,1558334,CP-01,_762a0c1d-f6dd-424c-90d7-f4bfe5a8928b,ShuntCompensator,_5606e342-f5e1-4a9e-b82b-8b2be96e3549,1558301,T1,_e627e0de-3d59-422e-9037-43eac4ffd307,Terminal
_5ee8f773-4793-4e06-ae49-c834bf70a928,true,1558385,CP-01,_0816cde4-5a1c-4190-99e2-1554eb04378c,ShuntCompensator,_d2f88b46-ce3d-4017-924e-5e8f79673da2,1558360,T1,_bfb2e4bc-e89b-4b60-9b77-63f24016dd80,Terminal
_4cac3be5-af43-485c-b08e-2404e5c4423d,false,1559634,CP-01,_4f36566f-7931-4ca9-8ee3-a05a04b504bb,ShuntCompensator,,,,,
_c2a14a4f-3487-49e8-9796-df91e11b16aa,false,1559636,CP-02,_4f36566f-7931-4ca9-8ee3-a05a04b504bb,ShuntCompensator,,,,,
_ef3f9706-47cd-48ce-a736-5227515bbe92,false,1559638,CP-03,_4f36566f-7931-4ca9-8ee3-a05a04b504bb,ShuntCompensator,,,,,
_79932868-1450-4b12-892a-628eddd3c64e,false,1559737,CP-04,_c0ec5c00-df8d-4cd3-bdcd-327074b81795,ShuntCompensator,,,,,
_41b3c94d-ff82-4249-a289-914114cd0fc7,false,1561418,CP-01,_ecb0d9e8-9be6-4e54-b815-6ef13eb841cc,ShuntCompensator,,,,,
_6bbae8a6-0fd0-4482-bd68-0f2a8e184aff,true,1563107,CP-01,_494556c2-cdec-4ef2-b288-ce629caff97f,ShuntCompensator,_858937cf-6a6f-4505-93c4-9903b531088d,1563040,T1,_19c00145-a8b7-48bd-abe2-6c15b41ee602,Terminal
_bf77c50e-dadb-4868-b3e4-8877cd7b3726,true,1563109,CP-02,_494556c2-cdec-4ef2-b288-ce629caff97f,ShuntCompensator,_fdeca7b4-2c0c-4299-8a3e-e67f125141c5,1563038,T1,_0da9f176-cf3a-4ad7-8fdb-9b77161530c5,Terminal
_87a3b7d3-7cc8-4a1f-b252-dcfb222d33ba,false,1566264,CP-01,_45f175da-d41c-4f86-a4a0-1798842eaccb,ShuntCompensator,,,,,
_d71bdf53-07a6-4276-ba86-d1c70229756c,false,1566605,CP-01,_3bc5dd44-892b-4139-adf7-71c3145f5a09,ShuntCompensator,,,,,
_c2754675-85f7-4c5a-80f4-94c8ca8e900f,true,1567332,CP-01,_da66acc5-e9f1-4e4c-b732-6700ad41c6fc,ShuntCompensator,_edde6125-144b-4fc4-b4d5-b41cc9014b2c,1567307,T1,_9b0dd8e2-4ea8-4789-86a5-8015111a8c92,Terminal
_aabf9bca-ae4c-41af-8779-635445015c6e,true,1567955,CP-01,_987e07ff-ba05-4b45-8188-e3e6149341ad,ShuntCompensator,_e951ce41-da4a-40ad-b45b-a5d5635207d5,1567931,T1,_36265401-5b8e-4272-8cc9-3a585fea7d27,Terminal
_966d8050-4328-49eb-92ac-4ba959757546,false,1568292,CP-01,_7c7cc522-dd73-43ad-849b-0b2334668165,ShuntCompensator,,,,,
_3ed8e9b6-6413-4b2b-8428-f95e3d15fbde,true,1568961,CP-01,_c3c59fc5-63c8-47d7-b3d8-ac76fdcb5ab4,ShuntCompensator,_ae1aa7d0-bdff-4d1b-aca2-27a2a799bf94,1568923,T1,_11d81f9f-3668-4af6-b928-35ee27b47acc,Terminal
_9b4513df-23a5-44fe-a255-e4a8551ed78f,false,1569150,CP-01,_48faa1a6-1614-45b2-b3e2-71116007fbea,ShuntCompensator,,,,,
_c913d8ed-682e-4f09-b450-9665f290f7dc,false,1569152,CP-02,_48faa1a6-1614-45b2-b3e2-71116007fbea,ShuntCompensator,,,,,
_98b5b390-925d-4d7d-90e3-2b705cfbe437,false,1570822,RE-01,_2d91d53a-df21-4326-8b1c-d9fc627cd91a,ShuntCompensator,_53da2741-8bbd-40e7-924f-8c1e120aea72,1570506,T1,_eefc1a51-82e8-4fd8-9c83-3f17b5c88919,Terminal
_076ef03b-49c2-4689-8f65-7942e32cd234,false,1571669,CP-01,_5deb98c0-60fb-4e23-8846-c23756dd7d0d,ShuntCompensator,_ec2cf437-71cb-4f5b-9ded-78c8f1daa6f8,1571506,T1,_4eeeb5a4-463f-4d36-9c7a-8309ad1d9b9d,Terminal
_be52eb74-d86b-4a83-9fda-6717ccb84884,false,1571843,RE-01,_5579927c-4664-49e8-a531-aafe9f57c174,ShuntCompensator,_ec2cf437-71cb-4f5b-9ded-78c8f1daa6f8,1571506,T1,_4eeeb5a4-463f-4d36-9c7a-8309ad1d9b9d,Terminal
_b2accdbb-7885-4ee7-aac1-611e3b710bc5,false,1572996,RE-01,_1940e739-1326-4f3e-ab44-5fe9ad851e8a,ShuntCompensator,_28d67485-b54d-4329-84c7-0ef78cce879f,1572925,T1,_cb457898-7260-45df-ac81-46793c25ebfa,Terminal
_322ff83d-be1e-4c20-8618-d3afbcafd1be,false,1574931,CP-01,_a2b3ed8f-420b-42d0-90d4-0a7790bbde93,ShuntCompensator,_8fbc4871-bd13-47ed-85ce-0a879b1c5aca,1574754,T1,_790d3e40-79ad-431c-a20b-b9d9285c5cf2,Terminal
_c0766c6d-4d0d-435f-9bf6-66f606cb8e6d,false,1575212,RE-01,_9046dbd1-1571-4f58-aa9e-9f97bcc64943,ShuntCompensator,_8fbc4871-bd13-47ed-85ce-0a879b1c5aca,1574754,T1,_790d3e40-79ad-431c-a20b-b9d9285c5cf2,Terminal
_19c89623-192f-47e7-bd2a-2da6a2bf2db0,false,1577157,RE-01,_f927f9b9-db65-4234-b006-1030d1af43a8,ShuntCompensator,_726243ed-7e66-436b-9697-3f491741c311,1577126,T1,_1b9ede5b-3cea-45ec-8a63-e60dd5cb17e7,Terminal
