"TransformerWinding:
ID","TransformerWinding:
InternalId","TransformerWinding:
Name","TransformerWinding:
Parent","TransformerWinding:
ObjectType","BaseVoltage:
Path","BaseVoltage:
InternalId","BaseVoltage:
Name","TransformerWinding:
ConductingEquipmentUsesABaseVoltage:
BaseVoltage:
ID","BaseVoltage:
Parent","BaseVoltage:
ObjectType"
_bebce224-b749-4986-8ba2-a9bf918be3ca,1051846,Baja,_6827f185-4f10-459b-be4a-55b4c313e7fc,TransformerWinding,Network/.Base Voltages/Base 9.9,602868,Base 9.9,_8d3a2a1b-57f7-4b6c-b139-c721b3630f92,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d9899c1e-1803-44c2-b4d8-97a8494f07c2,1052537,Alta,_19b6bcbe-7ac6-45a1-9865-328c324cfcc3,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3475bf22-cddc-4391-9cbc-89773c37ad93,1052539,Baja,_19b6bcbe-7ac6-45a1-9865-328c324cfcc3,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c6d198c5-2672-474e-af46-5ea3c8f0e357,1052542,Alta,_59d27564-6fdb-4f77-8295-874450a42182,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_4d973493-6829-4767-9f85-e11072b972c5,1052544,Baja,_59d27564-6fdb-4f77-8295-874450a42182,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_5316a9e0-5865-4284-907c-aaf1efb6a7b9,1052547,Alta,_f847bb27-ad24-4447-b307-b045033d532d,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8b7be52c-8a03-4311-951f-75d3435430ec,1052549,Baja,_f847bb27-ad24-4447-b307-b045033d532d,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_38673b60-4cf9-4c33-8b25-2bb7c82545ec,1052553,Alta,_60da97e9-c35e-4b05-8276-88fa4c63fd6b,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a7d5bdfd-0632-4aa7-8ae4-5de31c5474a2,1052555,Baja,_60da97e9-c35e-4b05-8276-88fa4c63fd6b,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cd105d3d-8e1c-4596-b042-3af5b8c817a0,1052558,Alta,_1f14d2df-0441-4183-a316-f806a4cc3360,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e6b05fac-4a1d-47cb-ae38-8e1ef3669376,1052560,Baja,_1f14d2df-0441-4183-a316-f806a4cc3360,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8e4ac153-dfcc-4fee-b9ba-7430cb5b4efb,1052563,Alta,_1ae13446-54a7-47a5-a974-99e99a8cbeb6,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2b792cc5-2d85-47e4-95a7-49bb6d49ea55,1052565,Baja,_1ae13446-54a7-47a5-a974-99e99a8cbeb6,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_19222fc5-5385-451b-add5-9a78e9515fc0,1053456,Alta,_fb7d98ab-0d4a-4d12-9ebd-66c9849754e3,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_b3769d0d-7056-4cf7-974d-84711842c3f3,1053458,Baja,_fb7d98ab-0d4a-4d12-9ebd-66c9849754e3,TransformerWinding,Network/.Base Voltages/Base 20,590827,Base 20,_37f97d55-5fa6-4dc7-b919-a48212219cd3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_0b45e106-638e-41a9-a50e-e8782000a83e,1053462,Alta,_a9b93179-569d-4d2d-a8c0-32fca262c855,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_401bc4dc-a8e4-4b88-bc1a-eff88175ebd2,1053464,Baja,_a9b93179-569d-4d2d-a8c0-32fca262c855,TransformerWinding,Network/.Base Voltages/Base 20,590827,Base 20,_37f97d55-5fa6-4dc7-b919-a48212219cd3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_aece6763-3ffa-43cc-9699-b4025123015e,1053468,Alta,_e8c094b8-4a23-483a-bf55-68fe5038dd91,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_68dc26e7-feeb-421f-8584-d6d9ad999a6e,1053470,Baja,_e8c094b8-4a23-483a-bf55-68fe5038dd91,TransformerWinding,Network/.Base Voltages/Base 20,590827,Base 20,_37f97d55-5fa6-4dc7-b919-a48212219cd3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_71856b33-bc1f-4d9d-9be2-9cd7a7db81c0,1053474,Alta,_a123803f-9226-499e-832a-1d819c2dbcb0,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f6427e18-83c8-4803-9d0a-e8aa1d3892d5,1053476,Baja,_a123803f-9226-499e-832a-1d819c2dbcb0,TransformerWinding,Network/.Base Voltages/Base 20,590827,Base 20,_37f97d55-5fa6-4dc7-b919-a48212219cd3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_72ddc291-f9a9-47ec-b858-0a8164a3fa22,1053480,Alta,_2e22f4cb-cd51-4b2d-80cc-efd73e1f01c3,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d1b15982-30a8-441d-b91f-800a3c6a49c5,1053482,Baja,_2e22f4cb-cd51-4b2d-80cc-efd73e1f01c3,TransformerWinding,Network/.Base Voltages/Base 20,590827,Base 20,_37f97d55-5fa6-4dc7-b919-a48212219cd3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8e2a6cb9-0a5d-4496-8fd7-748a378d7a58,1053486,Alta,_aa0d4561-7e86-4b35-860e-b662aa775ce2,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_639defdf-a852-44bc-a2b8-2ba4f872646a,1053488,Baja,_aa0d4561-7e86-4b35-860e-b662aa775ce2,TransformerWinding,Network/.Base Voltages/Base 6.9,602863,Base 6.9,_f481f4cb-53cc-432d-8d84-206098b6c82a,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e9e916c6-5abb-4c84-8720-2f00bf505301,1053492,Alta,_d5255e6b-6c16-4538-8880-7b76417a96de,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_29974245-bfa1-4686-9fba-a51d05ddfd06,1053494,Baja,_d5255e6b-6c16-4538-8880-7b76417a96de,TransformerWinding,Network/.Base Voltages/Base 6.9,602863,Base 6.9,_f481f4cb-53cc-432d-8d84-206098b6c82a,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cb002b64-5d25-4b06-9108-68dd0c9680b9,1053498,Alta,_cc77593a-bfd5-449e-87aa-455b6841b355,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c95756d2-d86b-4b67-889d-c497f80c71d1,1053500,Baja,_cc77593a-bfd5-449e-87aa-455b6841b355,TransformerWinding,Network/.Base Voltages/Base 6.9,602863,Base 6.9,_f481f4cb-53cc-432d-8d84-206098b6c82a,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_852d3c67-5752-4d9b-8d72-33445f655fe0,1054190,Alta,_fc8ca2ed-ff28-4132-91d3-b76e4c3bafcd,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d522d1bf-05af-4fc8-9d48-6b274be5f3c5,1054192,Baja,_fc8ca2ed-ff28-4132-91d3-b76e4c3bafcd,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_64e6fa55-7667-4771-a1d9-b365d6f0cdb2,1054887,Alta,_f3bbb986-caf2-415a-93d7-627b732f64ad,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_94a62670-254f-4dfb-8659-31b0d6084906,1054889,Baja,_f3bbb986-caf2-415a-93d7-627b732f64ad,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1df6eedb-e48a-4a14-8a2b-1c357c5ec7cd,1054893,Alta,_76306179-16eb-496b-bf14-5f5b997f1e54,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_51ed6565-9905-4fb5-ade8-8ffeb2663fd7,1054895,Baja,_76306179-16eb-496b-bf14-5f5b997f1e54,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cbb1882f-28e7-46e4-a224-abba6f11b4e0,1054899,Alta,_e9f7cd8c-7634-4f75-aa01-0adae8aa2621,TransformerWinding,Network/.Base Voltages/Base 400,590818,Base 400,_f6fbc9e5-715d-41c2-8b86-f4732ea84ff2,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ad36942f-1bcb-479c-bb19-c23c07e28bb7,1054901,Baja,_e9f7cd8c-7634-4f75-aa01-0adae8aa2621,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_17928309-28a5-4e92-ac4a-fab370c7d540,1055332,Alta,_d4c817d5-16ab-4a63-9fcc-7d193e5ba776,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8da107cf-8b1c-4f78-aed5-c56e1957ee42,1055334,Baja,_d4c817d5-16ab-4a63-9fcc-7d193e5ba776,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e3fa9370-fc8a-4892-8726-fa025a72a7e5,1055337,Alta,_6ef111fa-17fd-465d-8493-a9f03cc7c2e0,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a1609081-2497-4304-9bf7-cd250983082f,1055339,Baja,_6ef111fa-17fd-465d-8493-a9f03cc7c2e0,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_bb0d7465-d6cf-4550-a572-3d130d3f677f,1055342,Alta,_644c46f4-8f4e-44b1-be2b-5990fba62f87,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_961f7847-762c-4701-98ab-ddef94bb02a4,1055344,Baja,_644c46f4-8f4e-44b1-be2b-5990fba62f87,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_56948cbb-2720-49c8-97e2-2ca78dc29c43,1055348,Alta,_5437607e-2fce-4550-9a6d-2e52eed6b805,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_56b4c859-e19f-4f44-9928-f489e08647bf,1055350,Baja,_5437607e-2fce-4550-9a6d-2e52eed6b805,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1cf4dbf3-d203-44b6-b5e7-e4381fd1b915,1055353,Alta,_9f2ef76c-db02-4327-a8f8-3343d9a2c51b,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_f003bc42-5e01-43d4-b702-7c540a44b7ec,1055355,Baja,_9f2ef76c-db02-4327-a8f8-3343d9a2c51b,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d226572f-f94c-4d3a-8b18-4b55928c6ea0,1055358,Alta,_8e400a76-d2ad-4957-b3f5-5f3227f00063,TransformerWinding,Network/.Base Voltages/Base 230,590817,Base 230,_b7d0447b-bb22-4ad7-9b5a-cbe738b4daab,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_6098428f-2f76-40af-a8a3-3be9b7f539b1,1055360,Baja,_8e400a76-d2ad-4957-b3f5-5f3227f00063,TransformerWinding,Network/.Base Voltages/Base 1,590837,Base 1,_84739cbb-b161-4346-b4ae-effc855e284e,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_611ede7b-bcb6-47b2-9ffc-0eddadcb30f2,1055655,Alta,_74b94dd6-de94-450f-a98a-909521bd70fb,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8e6ea0c0-3303-4344-8a95-347f1e1162b8,1055657,Baja,_74b94dd6-de94-450f-a98a-909521bd70fb,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_456bc0de-4ccd-4a63-9aa5-383eca6927fb,1055661,Alta,_adec0b6c-6350-4df2-9d65-28396661430a,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_cf9de65a-3ab8-4e62-8c78-b11e661eee58,1055663,Baja,_adec0b6c-6350-4df2-9d65-28396661430a,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_d9e1b56e-164d-4fc8-97da-04da0f829193,1056038,Alta,_e247aca4-d402-40f2-aad3-431e0b9cc626,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c3c5c91b-30f5-4bfd-b0e4-7f05796e077b,1056040,Baja,_e247aca4-d402-40f2-aad3-431e0b9cc626,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3403290d-48bd-4625-8eb5-a67d2f685bca,1056044,Alta,_7bb79899-dfc9-4670-85bb-e25044b46c28,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_49f65636-c038-49a9-b3c9-33c607358e3f,1056046,Baja,_7bb79899-dfc9-4670-85bb-e25044b46c28,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_e534e6aa-7b00-4a4e-9cf1-40e6703e3c08,1056396,Alta,_5f9007cd-fbaf-4a54-803f-e5fec5884be3,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3fa92b11-a15b-4ff9-9390-f6cdbb05b7ea,1056398,Baja,_5f9007cd-fbaf-4a54-803f-e5fec5884be3,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_df712af6-ce83-4a71-85ec-b542a43e9ce5,1056402,Alta,_205fa28d-9d16-49a8-aa1e-72dffe2767e8,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_35c9d10d-ca7b-489e-b7c1-7bf002148784,1056404,Baja,_205fa28d-9d16-49a8-aa1e-72dffe2767e8,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_32a07095-9657-4825-a1e5-81fac0f73e0a,1057036,Alta,_6f71de57-d402-446b-a3e8-46b7b1759ae0,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_dc78d621-48e2-43f5-b3b7-dcba33cdbb34,1057038,Baja,_6f71de57-d402-446b-a3e8-46b7b1759ae0,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_7af14d63-2822-41a9-a8d0-02eb96cadc61,1057408,Alta,_391ad659-2467-42cd-8ac1-3a1f5f16c110,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_96fc7567-3dce-4922-82c1-9bd8c646d401,1057410,Baja,_391ad659-2467-42cd-8ac1-3a1f5f16c110,TransformerWinding,Network/.Base Voltages/Base 34.5,590833,Base 34.5,_7dde2c76-fed1-4a2d-a4af-f360553c43f3,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ea80df23-f8b7-48b5-a061-d87b45dc0297,1057414,Alta,_57b573b3-9ce8-4432-a7e2-a923482797fb,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_77cae37e-d80d-4e01-b232-ec6d801c7a07,1057416,Baja,_57b573b3-9ce8-4432-a7e2-a923482797fb,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_ef33cf06-bea7-4a55-81ac-9d79f1e1aab8,1057420,Alta,_22282ed0-61de-404d-9a08-ef773bd272ec,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_12d451d0-1176-4c3a-83dd-428efa4a62ee,1057422,Baja,_22282ed0-61de-404d-9a08-ef773bd272ec,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1324b43e-b5b9-4633-b54a-2a4ada5ad51e,1057926,Alta,_ecb69e3c-1090-4b01-8203-08c51ce61a83,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_2157359b-fa60-454e-bb43-2506ee41a87a,1057928,Baja,_ecb69e3c-1090-4b01-8203-08c51ce61a83,TransformerWinding,Network/.Base Voltages/Base 6.9,602863,Base 6.9,_f481f4cb-53cc-432d-8d84-206098b6c82a,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_a089a17a-d6e2-49be-86cc-b2759a561f9f,1057932,Alta,_d1066682-8b9a-4038-8c85-219e44ba3a0e,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_7514d086-1a74-4a00-bb7b-4951928fa403,1057934,Baja,_d1066682-8b9a-4038-8c85-219e44ba3a0e,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_3603ef9c-3619-4b60-91d3-908493aea7c7,1057938,Alta,_d8ec68c1-be08-4cda-97ca-dfa4f5d7889a,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_10b0dd1d-1182-4c65-b754-0a91dd8538d7,1057940,Baja,_d8ec68c1-be08-4cda-97ca-dfa4f5d7889a,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_55722196-1705-4d05-b31c-6d40f94aa258,1057944,Alta,_5f70d6f9-6d31-47de-a03d-2c2b0361dbf1,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_9cc23967-7a8f-48d6-b6b8-7187ddf560ef,1057946,Baja,_5f70d6f9-6d31-47de-a03d-2c2b0361dbf1,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_7733938c-b5fd-48bc-9464-2a44b9facec3,1058269,Alta,_4244137d-5807-4131-a8ca-1f9d02086f25,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_c614dd76-e7b6-453c-8a42-e521b176834d,1058271,Baja,_4244137d-5807-4131-a8ca-1f9d02086f25,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_577214a2-9d68-4e63-aa26-58dadb1080c5,1058275,Alta,_8adb186e-d580-4c59-be56-f68077c5155d,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_1fe0effb-e6ba-47d3-a096-b82823344069,1058277,Baja,_8adb186e-d580-4c59-be56-f68077c5155d,TransformerWinding,Network/.Base Voltages/Base 13.8,590822,Base 13.8,_ae3db9ec-aaab-4325-bc0d-14541094be82,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
_8f20d576-bbd7-42f7-95da-6c13873a2c5b,1058281,Alta,_d74dee68-c645-46a8-8b78-0bef1d1fcc00,TransformerWinding,Network/.Base Voltages/Base 115,590819,Base 115,_b0850aca-f44c-4411-8bfa-6f00a8a3cbb7,_1d2b9c5d-5902-4cb1-8f3f-4b8d3ae2003b,BaseVoltage
