"TapChanger:
ID","TapChanger:
TapMovability","TapChanger:
InternalId","TapChanger:
Name","TapChanger:
Parent","TapChanger:
ObjectType","TapChanger:
TapChangerRegulatesTerminal:
Terminal:
ID","Terminal:
InternalId","Terminal:
Name","Terminal:
Parent","Terminal:
ObjectType"
_E99999A3-C4FC-43F9-A1EF-3A042ABE27A8,true,44452449,High Tap,_d1e10082-1e28-42bc-ab0d-edd24c0231bc,TapChanger,,,,,
_12BE698C-00DF-497F-9A5C-23B45A4FDD42,true,44452450,High Tap,_823fd9a1-6cb2-461a-bc97-a5ab7bc91064,TapChanger,,,,,
_86408C96-613B-4C51-8E21-1AD853ECAA6B,true,44452451,High Tap,_aeb5bfe7-12a3-4a2c-8a7a-8534f1638f83,TapChanger,,,,,
_0C6572DE-8B3B-4042-A1F7-45BE2DD51F47,true,44452452,High Tap,_0406852f-4a25-409a-bae8-7344a1184aac,TapChanger,,,,,
_F949281A-476E-4F39-88F6-32B9BF37757C,true,44452453,High Tap,_014b8dfd-c93f-48a4-9834-836f5bf1f8fc,TapChanger,,,,,
_D0A183B5-658A-41B2-99ED-3C6AC7DD604C,true,44452454,High Tap,_f29c97e1-b069-4861-96a8-70a9273fe1c2,TapChanger,,,,,
_E1DB1DBF-65CA-4706-A521-4EDD6A20AC48,true,44452455,High Tap,_917150c8-66bd-4f2d-a2b5-74da97c72c4a,TapChanger,,,,,
_0858D577-53DB-4415-A5AC-513449C12929,true,44452456,High Tap,_bc230349-44ea-4ce2-9f22-5c01d256682c,TapChanger,,,,,
_D5C73EFB-9FEA-4ACB-8C3D-436F3301C3AD,true,44452457,High Tap,_696c6dff-1efe-4621-994b-384339db2be4,TapChanger,,,,,
_FE6DFBD9-CC96-424B-AAAA-14BE0F085DBF,true,44452458,High Tap,_e708df26-a24a-442b-ae82-2f0010069a92,TapChanger,,,,,
_067A3CCE-DC6A-40A8-8B90-ADD064B35504,false,44452459,High Tap,_08f13065-7b38-4bff-a7aa-f2766be6de87,TapChanger,,,,,
_334BB61B-A300-48D4-8732-76FE9C870701,false,44452460,High Tap,_101327e9-badd-4d38-a103-01d5ebf6cc4d,TapChanger,,,,,
_DC7BE2BC-67F1-487F-981A-7E36034233A4,false,44452462,High Tap,_0d8b0d05-44b3-480a-bbbf-fce7ebaecf93,TapChanger,,,,,
_BED6A4E1-8C2A-4749-B7D4-403E11FDF9F8,false,44452463,High Tap,_2b757fe4-302e-466a-82ff-1f365ef11cad,TapChanger,,,,,
_F16F92E4-DCDF-4F7A-A51C-04306C05F793,false,44452464,High Tap,_2932fbc9-a3b3-4d0a-b565-85d62ac3d882,TapChanger,,,,,
_F835F3F5-8120-4933-A255-BA19BA34F253,false,44452465,High Tap,_62b6f724-7a0f-412f-9331-1e9d5e9890b9,TapChanger,,,,,
_D2B5B04B-6DFC-40C1-B1BE-A0BE1321E7C9,false,44452466,High Tap,_01ff97ac-99e6-4ab3-82b7-614fb77a0463,TapChanger,,,,,
_574BC528-8689-4E74-9253-2197C21EA772,false,44452467,High Tap,_3D25D70C-CF7B-44EF-A399-FD366E9D4C96,TapChanger,,,,,
_2E4C8708-E2C3-4684-9224-4FD3F2E0E3F8,false,44452468,High Tap,_6c473fd5-16dc-4fc6-91f1-f611fc9994da,TapChanger,,,,,
_BAE62A16-7592-403F-B535-0D2BA75EEDF9,false,44452469,High Tap,_e05f9bf0-5a17-4072-9313-3a3a321dc8a2,TapChanger,,,,,
_E4441DCA-2CD7-43C0-9A4B-6235C02EF699,false,44452470,High Tap,_5af790d7-ec37-416c-aeaa-d6595abcc4f2,TapChanger,,,,,
_CB0D16E6-65E1-45C8-8803-1527A9D4CCA5,false,44452471,High Tap,_4e2785bc-ec58-4f78-a8b4-da95297077a8,TapChanger,,,,,
_BF50B1D7-6F9E-49F3-B02E-CC2A2E397507,false,44452472,High Tap,_05f07988-d8e1-446c-9dd0-974b0e379032,TapChanger,,,,,
_91B0A42A-CF54-43CD-91D3-BF34C4A81A5E,false,44452473,High Tap,_8b13c913-c0f5-407d-bee4-bb5e28023baa,TapChanger,,,,,
_B5F4F38C-3352-482E-B53F-B54EF59842D7,false,44452474,High Tap,_b40bc81a-343a-4a0e-aa4c-5fcb66017e64,TapChanger,,,,,
_2C65D776-B074-4798-80C7-EB368F9A39DD,false,44452475,High Tap,_79a22261-9cb1-4820-a3b2-83c995cc8a17,TapChanger,,,,,
_328CB081-011E-4B7E-B6A2-801CA91536D7,false,44452476,High Tap,_ed3dc1ca-9deb-4ac4-ac35-b8255aaf9785,TapChanger,,,,,
_3DAC931E-2398-4246-93FF-509C3A519E28,false,44452477,High Tap,_f971ac53-c0f2-4792-8491-2c9d1d8987f6,TapChanger,,,,,
_854EA62A-2A20-4408-AFC2-1AD57D57F0FA,false,44452478,High Tap,_c7f592b2-b636-4eae-995b-209ac43cb059,TapChanger,,,,,
_B3FE92B7-8AF1-4C59-B5E3-CE2D58F903DA,false,44452479,High Tap,_3e4a9809-8bbd-4de3-8811-468ae89c4c73,TapChanger,,,,,
_B15B06E6-1FAC-4059-A92C-BC2FC5DD9858,false,44452480,High Tap,_f1851b70-3c06-40c9-951c-e46609b30bf3,TapChanger,,,,,
_75701C48-7E43-48B8-BD29-BC723004A33D,false,44452481,High Tap,_478988d1-4718-496f-8c32-bdc08512abd5,TapChanger,,,,,
_15F9D3D8-630B-4EE5-8773-0BDADBAB0265,false,44452482,High Tap,_de15f707-bbd9-4116-b148-29d6614a4ffd,TapChanger,,,,,
_50785E33-8398-47E0-94EB-D66C828B56F7,false,44452483,High Tap,_19617d56-73ea-414f-aa96-d2ba7c8e4d97,TapChanger,,,,,
_EA4D3249-502E-40BF-BB77-A8E593D3C495,false,44452484,High Tap,_e2cccce3-b70f-4c05-b525-8ae05f0086b3,TapChanger,,,,,
_DD3AE1DF-1146-4B55-9046-9E5320AA05F2,false,44452485,High Tap,_77ce2716-d5c7-405a-b75d-77d9cd51bb6f,TapChanger,,,,,
_F625B56C-5FD0-4205-9F5E-0A242F9EE878,false,44452486,High Tap,_adfb022a-c44a-451a-90b3-d8fb639d19cb,TapChanger,,,,,
_D096A371-8073-4245-89B7-75EE762C90BF,false,44452487,High Tap,_2552f18f-0eee-40a1-b37b-f8ba151fa1ac,TapChanger,,,,,
_7CC81721-B677-4DF9-BD7B-A3C3250328EB,false,44452488,High Tap,_34851dcc-555e-412a-93e5-a50a19b5d832,TapChanger,,,,,
_A48125C8-BAAA-4152-9D0E-8CAFD9B730CC,false,44452489,High Tap,_04a040ec-f4f8-4c27-a8ab-4908f6adbea5,TapChanger,,,,,
_86FAD1CF-5F55-48C2-9A2D-21631376C68F,false,44452490,High Tap,_5053c845-3f4a-4351-9c1f-8aaa38c1947a,TapChanger,,,,,
_90ED501D-2486-4866-8282-A8D40869F937,false,44452491,High Tap,_37eebc80-39a0-4d20-ac95-afe6f7f2fa1e,TapChanger,,,,,
_24AD034F-717E-425E-93E8-781A851E5516,false,44452492,High Tap,_32a6e647-2a42-432e-83f7-11699899ccc3,TapChanger,,,,,
_6A87F62A-81FA-4E93-ACB5-690287E1ED97,false,44452493,High Tap,_63de30a0-8465-47c0-9fe0-b994967f3052,TapChanger,,,,,
_12E65A75-3099-4C2F-B0FF-9B9A67D4D4AA,false,44452494,High Tap,_71525269-0e84-42e7-b6e2-6ada7da94ddd,TapChanger,,,,,
_9566D197-879F-4C38-9061-0E287FCE87D6,false,44452495,High Tap,_80f5e99c-ec6f-4f71-bad6-aabd3c940a03,TapChanger,,,,,
_75CC7CCB-FEDB-432A-A674-4F7D33425044,false,44452496,High Tap,_08206b12-939a-4c7f-bd9d-54f47fe428f0,TapChanger,,,,,
_C06F67F2-AFDB-4C09-A49A-FC6CF30D759B,false,44452497,High Tap,_5a6b8513-a827-43df-88a4-5b1e1add1ac9,TapChanger,,,,,
_882CACF9-0855-4AFA-ADD3-7E0A8C882ED6,false,44452498,High Tap,_00262ea9-c6d6-4ca3-a0ed-9d33d38e9fcc,TapChanger,,,,,
_C50ED50B-5E43-498C-B607-055ED2381C15,false,44452499,High Tap,_066d5088-a46b-4048-846a-c42c9bd829c8,TapChanger,,,,,
_2D8297F0-D77D-4CBC-B96E-D35103200984,false,44452500,High Tap,_cb2312dd-3f07-4344-abd3-b7a4f682e600,TapChanger,,,,,
_3970878C-0BE2-494B-85BC-DE12DFBB0358,false,44452501,High Tap,_efef67af-5b5b-4896-9834-98f595557cb9,TapChanger,,,,,
_2FF7E000-3D96-4A95-849F-CDBDBDDA7040,false,44452502,High Tap,_a61d73ec-dd4e-4966-a889-5031b2256a91,TapChanger,,,,,
_25E59EE1-6697-413B-8CAC-AE0A5C2CAB49,false,44452503,High Tap,_23381905-590b-4c18-8860-8576cc6bf995,TapChanger,,,,,
_94D98124-5862-4E54-B0D9-22C06B103E5A,false,44452504,High Tap,_9fec7f45-ace0-4370-af6d-de7b17d49daa,TapChanger,,,,,
_DE977252-ABBE-4109-9FD1-563148208291,false,44452505,High Tap,_185061a9-be31-4288-b5a4-ea8892c7f36d,TapChanger,,,,,
_6716351E-926D-4CC4-A778-58C408FCB585,false,44452506,High Tap,_9a1cd4aa-3b27-4942-add1-7e19810baeb2,TapChanger,,,,,
_885FE6EB-10B0-4504-952A-4D58B82E9B2F,false,44452507,High Tap,_50fb8154-1ecf-4fb0-8e6d-47842378fce2,TapChanger,,,,,
_4F96A8EE-8B80-4DF7-82DB-216B5D5B2069,false,44452508,High Tap,_4a4bade6-d2ce-44de-bf46-c815e9302560,TapChanger,,,,,
_F65FD97A-6DB3-41C9-ABB4-59BB9B345126,false,44452509,High Tap,_148145fe-809d-419d-ac05-5421a70f66d5,TapChanger,,,,,
_A4DE7849-B19A-40D6-B5F2-2F7867DF8204,false,44452510,High Tap,_e1229fc7-0205-475c-bcd3-b378cea819d4,TapChanger,,,,,
_6A74AF53-FC78-4D77-BFB7-199764B98144,false,44452511,High Tap,_5a3d5047-9937-4af3-8ada-eb1481a2143c,TapChanger,,,,,
_B0E4AC43-F485-4700-8C01-E77B0377FEA7,false,44452512,High Tap,_ae32e50f-829e-433f-b933-6b62cf0f7b2b,TapChanger,,,,,
_15A0343D-341B-4756-BF01-CEC91D6EED5A,false,44452513,High Tap,_78490684-0b3e-477e-b3dc-50acd23cb95f,TapChanger,,,,,
_6AAF6256-C36A-4C03-94D5-B256EED3EB4B,false,44452514,High Tap,_389897c1-bfa0-4897-8b48-78aed45c0816,TapChanger,,,,,
_F216557E-93F8-4019-B897-472ED22833E8,false,44452515,High Tap,_bf3cfb2a-fb29-4b8f-b8ed-06cc86d4ae1b,TapChanger,,,,,
_20DDB586-427E-4DD3-8824-E3030060EABB,false,44452516,High Tap,_01ef4466-4a37-41cf-9576-6ed161f3add4,TapChanger,,,,,
_FAF0D933-CD75-4EBB-B337-AD8019CCE9C5,false,44452517,High Tap,_1d49b724-a1aa-4be8-a3cb-c9b8d932347d,TapChanger,,,,,
_1DF1FD75-A08F-4522-8301-FB003B8EBF64,false,44452518,High Tap,_debfa48e-0fde-4e03-8afd-b6ab1a722923,TapChanger,,,,,
_6030FD44-BBD8-48E8-8D4C-F48EB2760714,false,44452519,High Tap,_d756dbd3-08fd-4ab1-a381-5d143985c1d5,TapChanger,,,,,
_7E575E8A-5ED2-4B12-A126-D4AB2130DEAD,false,44452520,High Tap,_fa171957-20f3-4692-8800-c24702da0b98,TapChanger,,,,,
_523949F6-8603-4896-B49F-DB5114B2E26C,false,44452521,High Tap,_d640515a-213b-4456-a33e-f9177ad57977,TapChanger,,,,,
_43A5CBA4-A1C5-4B3C-8F44-C9D52DC2AE27,false,44452522,High Tap,_47e52703-645e-4d66-af88-2c8a58f57c78,TapChanger,,,,,
_99B7D0F9-EC72-43CA-B69E-A23D7327EBE4,false,44452523,High Tap,_8db03846-118e-4912-b824-cca7983a5985,TapChanger,,,,,
_05E6AECD-7233-4DD4-8DA2-F7353C0FDEEF,false,44452524,High Tap,_f0dfc451-ef52-4c52-b997-bc4137744e43,TapChanger,,,,,
_2860E817-BA97-45A2-9F1D-8F84F86D7128,false,44452525,High Tap,_06f78d74-181a-45b7-932e-00d333f47c40,TapChanger,,,,,
_08245831-CA39-48D9-A546-0BB88639634C,false,44452526,High Tap,_00d4d269-8e9f-469f-a388-0e388e484f5b,TapChanger,,,,,
_100F0459-C857-47B0-8AF2-02FC20B503A2,false,44452529,High Tap,_5e3327b3-2df2-4e45-922c-4f989fb67ed9,TapChanger,,,,,
_BC022812-9CBF-40A5-9136-449F5834DFE3,false,44452530,High Tap,_a8ea380e-ae5d-43ab-82a0-95e7e9ca61d3,TapChanger,,,,,
_A254E7FB-3B32-4CED-80A4-57B7A322D5D0,false,44452531,High Tap,_928fa920-0f1e-476e-8486-1077abe17a06,TapChanger,,,,,
_229819CE-5FF4-4ACF-A8C0-FD6667A94F3C,false,44452532,High Tap,_7af14d63-2822-41a9-a8d0-02eb96cadc61,TapChanger,,,,,
_1E15A6D1-0945-4A3D-8211-1EAFB4A0A1BD,false,44452533,High Tap,_977b29b7-053a-45de-936b-3461e54c66ef,TapChanger,,,,,
_5F0A9BCC-886E-46F0-BF5B-D7DFDC3D9230,false,44452534,High Tap,_d2a6164b-f23b-404a-bed9-e4c7d78b3535,TapChanger,,,,,
_C63471E1-4418-4FD6-9F2F-B5748CCA0C56,false,44452535,High Tap,_D4CC6E34-534E-45CD-B318-1084D36C8D0B,TapChanger,,,,,
_A7090775-8327-4E1D-BA40-86C69322FF74,false,44452536,High Tap,_c3c31b8d-b42b-451b-a897-48f1a92152a8,TapChanger,,,,,
_FBEEE9EA-675B-4CE7-A139-DA898DB3897A,false,44452537,High Tap,_8b84b24f-f9bc-4664-8adf-e4d9f2e13d27,TapChanger,,,,,
_F7C1F1A6-A4D4-4D05-9553-BB954E44534A,false,44452538,High Tap,_27dadb5e-85c9-4791-9539-00f5e6403fec,TapChanger,,,,,
_63F2AAFD-4DF7-4F98-BC3F-93B7803D3D86,false,44452539,High Tap,_8DF79FBA-E292-4BAE-B1A9-176ED5C4506B,TapChanger,,,,,
_A6DDD604-B559-4827-B543-2A1C337B5A3C,false,44452540,High Tap,_f5fea0b6-8426-4e67-a8c1-9afe77645202,TapChanger,,,,,
_389F67BD-6AE7-415D-B4F3-2735D0D097F7,false,44452541,High Tap,_87b9de30-d4bc-42a0-8503-4b1f64867fc5,TapChanger,,,,,
_A7D9D646-991B-4A8E-AD7A-5B1BA1F7FFAC,false,44452542,High Tap,_d5c40d15-f6ed-4861-80b7-5d2c5369613b,TapChanger,,,,,
_79FD315C-FEB5-4B05-BE7D-FFAFC91EC28C,false,44452543,High Tap,_cea17149-a703-44dd-bb3d-14e5db4f0517,TapChanger,,,,,
_EB3D5B93-D894-4B2D-98CF-227C85E11959,false,44452544,High Tap,_c36be5ab-d8f8-479d-8ff1-ae01a2bd56dd,TapChanger,,,,,
_07D5243B-DB32-4F53-86A8-CDA0E03CE184,false,44452545,High Tap,_6c6a06e0-57c0-4b90-a446-2c9cc91bc988,TapChanger,,,,,
_E65EB1B3-A791-433B-81FD-2DF92F90BDCB,false,44452546,High Tap,_f1bbfc38-9945-4870-ab50-779e64255f1f,TapChanger,,,,,
_EBDBCF7D-0060-4F68-A883-68807ECFB460,false,44452547,High Tap,_6f31bb11-5927-4a36-9e7d-85d03d9e6c9f,TapChanger,,,,,
_309C699D-285E-4531-980D-FC7C20E0B767,false,44452548,High Tap,_c36d9928-0611-4024-a840-30598f86a5ad,TapChanger,,,,,
_44197937-D2F2-4DC0-8DCD-099ADAA61961,false,44452549,High Tap,_56663093-4286-4eac-a6e5-e15ee73dfe15,TapChanger,,,,,
_F9F7D260-CEE0-45CD-9EFF-E874731AD44B,false,44452550,High Tap,_d1deba29-f056-48ce-8aac-3622dd3819ec,TapChanger,,,,,
_3933ED77-CB4E-493A-952C-C937FDA69CB5,false,44452551,High Tap,_236241c4-5696-4056-82b4-91f742195888,TapChanger,,,,,
_88A95F9A-14D9-4C2B-80EF-C1CB91EDD7F0,false,44452552,High Tap,_85ee476f-d6cd-47ee-a55a-acc80f80891e,TapChanger,,,,,
_C247ACE5-80A7-4928-98EE-8316BAD02845,false,44452553,High Tap,_6d2547cc-1296-4cfb-8900-457626a62726,TapChanger,,,,,
_83FCC119-65C1-4D7B-88F4-BDB7B74F6449,false,44452554,High Tap,_0c60bb17-a196-4585-8067-0b5c4ce129fb,TapChanger,,,,,
_C7C87A57-6194-4AE5-AA5E-6B2C05DF1198,false,44452555,High Tap,_065e25e9-662e-4fd9-89ab-b0735412c9d7,TapChanger,,,,,
_40795EDE-8B4B-48C4-BD6C-7F29D9596AEB,false,44452556,High Tap,_813b0655-e9fa-41bd-8d4d-0a6cf726be8a,TapChanger,,,,,
_F53C5B58-7070-437A-BDEA-0BD41D6677B0,false,44452557,High Tap,_040d99c6-40e6-45d1-aa4c-d8ae6be68f74,TapChanger,,,,,
_7E3652F0-A123-4E34-95C2-6616959157F8,false,44452558,High Tap,_631a34e9-f0a2-4964-99c2-2e193ca6a4de,TapChanger,,,,,
_1B21C04C-4C29-40B0-BD88-78B54ECE7ACE,false,44452559,High Tap,_3adeedd5-f8d8-4840-84b0-091c5fedd78e,TapChanger,,,,,
_5EFC573A-922E-45FD-8B52-34EEFA55235B,false,44452560,High Tap,_23a16a17-503f-4d75-9a21-a4edbfe483bb,TapChanger,,,,,
_38A6867B-72AE-4D7B-8701-33EEE92CC168,false,44452561,High Tap,_ddf3dd04-5897-4a58-88cd-488c19a4d736,TapChanger,,,,,
_4C8D5D43-2E2E-48BE-AC3B-E96187E95721,false,44452562,High Tap,_921b0d19-9d35-4844-acd1-cd9c3a51af0c,TapChanger,,,,,
_3E3DBC63-F000-4AB4-A123-6A7849F2E9A3,false,44452563,High Tap,_47706156-0b91-475f-99b2-6244062edce3,TapChanger,,,,,
_77A0D8CC-2206-4CED-9631-E4662911F1BA,false,44452564,High Tap,_9d241bb7-42c8-4aeb-91fe-ccf9d46cfb09,TapChanger,,,,,
_DD184C7F-7BA7-4ACC-86C7-BAD0A2A23290,false,44452565,High Tap,_9dfe855d-1a22-4c56-ad3c-98818f5e156d,TapChanger,,,,,
_27F9566F-AF1B-438C-B3E1-302E4CA42C34,false,44452566,High Tap,_d579f0d1-9b64-4b9b-9ce9-07912ff90318,TapChanger,,,,,
_93233680-9E7D-461F-882E-4A53E9297E65,false,44452567,High Tap,_47805077-9b24-42ef-9b19-2faa0e78ea54,TapChanger,,,,,
_E9EFBBDE-5189-44B6-8BF8-C98049A4B44B,false,44452568,High Tap,_0d057e75-9833-4125-947e-6152e9c8bcbb,TapChanger,,,,,
_372E706E-361A-4B0F-9901-CE663F0ECD57,false,44452569,High Tap,_85585cda-3b84-4a4f-96c0-f7cc660d4a7b,TapChanger,,,,,
_A2A6F1D0-1605-46C5-B929-4155DFD6F290,false,44452570,High Tap,_c3850a0a-382b-4953-aed7-374d460e7e14,TapChanger,,,,,
_BD3C5EED-3548-42D1-932B-829CEB9C573A,false,44452571,High Tap,_a27962ea-9c54-459f-aef8-134d2cc5e7b3,TapChanger,,,,,
_946A886B-91C4-4DAD-8620-50CE45C9DE83,false,44452572,High Tap,_61f55302-5108-4849-bd97-3b1a62a85b95,TapChanger,,,,,
_178C8843-1071-4279-A2AD-4B5FACA18C43,false,44452573,High Tap,_cb78dff9-7454-481d-9430-9f88d3eda579,TapChanger,,,,,
_670B3D97-7180-41D0-9D85-C0B80BA4EB2C,false,44452574,High Tap,_8d845f7d-9266-492c-ba70-5e4617dd92e7,TapChanger,,,,,
_B8AC31AF-90A8-4088-8E9A-AF34DA6E6E2C,false,44452575,High Tap,_69118bdf-6c7c-46c4-a4a1-ff04a16eb858,TapChanger,,,,,
_B63D351C-3221-4257-8995-6058A947FAAE,false,44452576,High Tap,_b5a32023-fdab-4fb4-ab56-c56685ebef4b,TapChanger,,,,,
_EB2ACB08-A624-46FA-98DE-096E8C2D3D7D,false,44452577,High Tap,_6007f6ae-4757-4b7e-b3e8-5905f503f7a9,TapChanger,,,,,
_EBD89EFA-7FDD-4A58-A512-FD6E6FA0B4DC,false,44452578,High Tap,_67a70a81-ead2-4281-b138-e9e40f07eff5,TapChanger,,,,,
_9B37F06E-52B8-472F-AF1F-78C422FB0FCC,false,44452579,High Tap,_9f5ae3ca-b915-4d44-8073-bf924802e249,TapChanger,,,,,
_E3D48565-FA69-49DA-B9D6-C491E0A4F00F,false,44452580,High Tap,_ccab6dfa-827b-4e1e-8e26-e3ca70e102b9,TapChanger,,,,,
_12721D8E-8E41-4891-970A-7EB3178ABAAD,false,44452581,High Tap,_73f91b45-4606-4bd8-b7c2-8eb9a6d269af,TapChanger,,,,,
_D1625BFD-A48B-436A-9DB0-7034396F7D51,false,44452582,High Tap,_6377b356-21d4-4c05-8895-219b68bef6d5,TapChanger,,,,,
_B64C42A5-4E0D-4DA0-8BF0-27D56415A1BB,false,44452583,High Tap,_1dcbeae5-887b-4aa3-b01a-c90bae238808,TapChanger,,,,,
_0A374C72-3C93-4314-B56D-E7BB4F68BA53,false,44452584,High Tap,_3ce08aea-dbc7-4210-834b-14879b49dfc1,TapChanger,,,,,
_586D7B5B-A6CF-4E27-8C6E-D1B8D7A3E1C4,false,44452585,High Tap,_e845f616-6ca6-4155-a72f-4dd34d703cfa,TapChanger,,,,,
_0ACD99CE-7181-488C-BBED-2EF79B94F67F,false,44452586,High Tap,_55fea243-43d6-434d-9a9b-53d6fb53e2a3,TapChanger,,,,,
_143C3C9E-8127-4815-B7DC-DB0A4B6B12B1,false,44452587,High Tap,_ef9b1539-2aab-4e3c-ba6b-3e7cbb2fdcaf,TapChanger,,,,,
_B39496E4-5328-4971-9D31-84A7BCB39A8E,false,44452588,High Tap,_b8f6fa31-7780-44ed-a292-653e46c74d0b,TapChanger,,,,,
_755B74C3-633B-4F9D-B5AC-24BF1166CC9C,false,44452589,High Tap,_b08ccb87-43eb-4e4f-a6bd-b6957f2319af,TapChanger,,,,,
_3A3643E5-D101-46B4-B86E-7FBFDC875F26,false,44452590,High Tap,_e20ecd07-e9b6-46a8-a940-631eb165c8d9,TapChanger,,,,,
_7F2FE087-13BC-4EBB-A3EF-FE9E3CD2BDA5,false,44452591,High Tap,_a3119d1d-75c4-4e47-bb57-a7c911656176,TapChanger,,,,,
_B4C0B2F4-B2CF-4654-A73D-B8623F9025F5,false,44452592,High Tap,_621192ba-9e73-4ffc-b36f-abf6529b2dfe,TapChanger,,,,,
_AEFE9FCE-B105-4294-9B13-C658935EF82D,false,44452593,High Tap,_b44ac0a9-b4d7-4c90-a39a-c60a009865b7,TapChanger,,,,,
_EC29540E-BDDA-4471-8849-07837516B7D8,false,44452594,High Tap,_9025769b-aeca-4b89-88ff-f3fd2ca742c7,TapChanger,,,,,
_9A00F47D-494B-462B-8EC1-2C28595D1DAF,false,44452595,High Tap,_aedc2235-4c41-4374-8f79-a59d28bd7ff3,TapChanger,,,,,
_5A2A4E38-8F49-46CD-A488-6AE8BD317B6B,false,44452596,High Tap,_dc18238c-d072-45fe-bf28-b16f3ef82f3f,TapChanger,,,,,
_43274532-55CF-42B4-A7F2-1CC742A31193,false,44452597,High Tap,_cc16e0d4-e2a8-47fe-ade8-81b190cf2503,TapChanger,,,,,
_62C098C7-390C-4BD0-986D-2F3667A22734,false,44452598,High Tap,_7d620aef-a0f2-4124-b27c-a3149034b391,TapChanger,,,,,
_4E187066-238E-4442-B185-9F6521200A74,false,44452599,High Tap,_641dc3ca-a060-48e7-a926-6225f6ccda5e,TapChanger,,,,,
_96414DA9-CDAA-4B25-B876-EC33CD305F4C,false,44452600,High Tap,_2ee52fbe-366e-48ce-b05e-a76603628567,TapChanger,,,,,
_7A6F8493-C743-4F8C-9232-B4C606AD7FC9,false,44452601,High Tap,_bafe4c59-d49e-4b36-b2c5-b1c3b0e97b64,TapChanger,,,,,
_032C8674-2D35-4B5D-9D44-A466668014B2,false,44452602,High Tap,_900f482f-0719-4611-b3c6-c8a5931ca079,TapChanger,,,,,
_C45650C4-7363-43CE-B04D-BCC330A45C1D,false,44452603,High Tap,_917f81cd-8148-49d2-ada7-90a104528fbe,TapChanger,,,,,
_40F316B0-91CF-472E-B268-85B85576DA31,false,44452604,High Tap,_631d6162-7b5e-4ad2-9c03-c11014b85b82,TapChanger,,,,,
_AD3CBBA9-9761-4486-8AA5-DDEA6A9FC4BA,false,44452605,High Tap,_0efe213c-f14d-4f29-8300-c2df011cead6,TapChanger,,,,,
_8DC5406F-FE59-42BD-8858-88CB4179E4D3,false,44452606,High Tap,_7a7ac0a9-e342-4f3a-a293-9b12d238f89e,TapChanger,,,,,
_A836C5DB-C242-47C3-8B74-081DE13AFAF2,false,44452607,High Tap,_3ff4ecd7-012c-4b1d-9876-71fa9a7f3d7c,TapChanger,,,,,
_1ED9548A-2531-4A00-8FD2-5F5F0AB796E7,false,44452608,High Tap,_ef6f4607-6151-44e0-bff4-469f2fa7b13e,TapChanger,,,,,
_B488ED51-F260-483C-9039-817608E81CE9,false,44452609,High Tap,_9bb53a76-4bd1-4fc5-9558-4bcece458b40,TapChanger,,,,,
_70ABD562-E8B3-4490-9FE2-B5F1AEAA3379,false,44452610,High Tap,_5a2d4099-55f0-41f2-b588-a321abcff4ae,TapChanger,,,,,
_30C9B6EA-3EEA-4A88-B78E-C496A66EB2D3,false,44452611,High Tap,_ff181472-4553-4ea3-9f42-562bfe985f4b,TapChanger,,,,,
_2CD88A28-BE1D-4905-9136-3DE498F15B4C,false,44452612,High Tap,_ed84a880-d3c5-4b0d-92b9-98ef743ba3fd,TapChanger,,,,,
_B6F50739-FF63-41C9-971F-F9A33423A1B1,false,44452613,High Tap,_22ad5335-552f-4de3-b4d2-9ac40ecf8598,TapChanger,,,,,
_A9E40DEF-7911-4492-80C7-CD1EB345692B,false,44452614,High Tap,_1dbe0fde-00c3-404b-8303-76136705741a,TapChanger,,,,,
_2590F5F4-EB68-413A-988D-3D7DB6015695,false,44452615,High Tap,_e51daa34-c368-4ea8-aa82-e03333277b92,TapChanger,,,,,
_0325C620-1E2A-4488-B32C-04D291FC3A86,false,44452616,High Tap,_3f4744ea-8cc8-41b8-9864-e9f4de495491,TapChanger,,,,,
_1D7BA942-8A9C-43DC-9B6D-2F92ECACB576,false,44452617,High Tap,_9574fae9-3546-4064-8b50-f7e7d32bceac,TapChanger,,,,,
_B702D54B-420C-4B6B-8749-103FBCE27D68,false,44452618,High Tap,_942d7f30-f0a8-44d0-bc81-b6402182f5db,TapChanger,,,,,
_F4C48F9A-0CB4-44D7-9648-CBA33D19A4B8,false,44452619,High Tap,_0f73fd04-3f84-4315-ad17-1bbb7cb006d3,TapChanger,,,,,
_6A7C0310-E0C3-460C-80FF-37FE1161F740,false,44452620,High Tap,_536c661c-e3f4-4cf1-9eef-a97030fe8148,TapChanger,,,,,
_BCFE0BF6-8230-4702-9B85-6829F74BFACA,false,44452621,High Tap,_a8a544d1-78d8-4b3e-9eed-c6e3c4f47669,TapChanger,,,,,
_0C726509-B16D-46B9-82BB-C08842E6269E,false,44452622,High Tap,_ebac1b66-9476-4751-9ce5-8f38a695fc7f,TapChanger,,,,,
_82D0F186-B733-4D5E-A5B9-C91B0FB99A53,false,44452623,High Tap,_cdb020bc-1ed7-4a53-b025-35a6d44aa659,TapChanger,,,,,
_E69DE5B3-8CC6-430B-A42A-135307DBFFEB,false,44452624,High Tap,_689da788-e9fd-43c4-8334-88850e71f359,TapChanger,,,,,
_234FAD18-794E-4AEB-AD81-9F9E0991DAFA,false,44452625,High Tap,_4b0b4bff-6a44-4cbf-a3b3-4cdd1af759a1,TapChanger,,,,,
_74049078-87A9-4BD8-B806-08A26AD970BC,false,44452626,High Tap,_15d9d302-1c58-4574-a6a8-278e0155918a,TapChanger,,,,,
